                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             9.655929E-16             2.004290E+02             9.655929E-16             1.796399E+01             0.000000E+00             2.183930E+02             4.892822E-02             2.366545E-05             3.224809E-01             4.939895E-02             6.883297E-01             4.718030E-01             1.433097E+01             1.191368E+01             9.096104E+00             3.312303E+01
                   0.1800             3.783182E+01             1.873183E+02             3.299479E-02             1.680962E+01             3.786482E+01             2.041279E+02             1.066000E-01             4.787297E-03             3.233515E-01             4.939835E-02             6.598600E-01             4.865695E-01             1.433092E+01             1.167412E+01             9.076876E+00             3.312303E+01
                   0.3600             3.803560E+01             1.743149E+02             2.170196E-03             1.566070E+01             3.803777E+01             1.899756E+02             1.007454E-01             8.005064E-03             3.274294E-01             4.939638E-02             6.603300E-01             4.482280E-01             1.433074E+01             1.169109E+01             9.076694E+00             3.312303E+01
                   0.5400             3.809006E+01             1.613204E+02             4.887863E-04             1.450861E+01             3.809055E+01             1.758290E+02             9.665333E-02             1.085116E-02             3.303408E-01             4.939310E-02             6.609523E-01             4.097935E-01             1.433043E+01             1.171127E+01             9.076666E+00             3.312303E+01
                   0.7200             3.807378E+01             1.483367E+02             3.248561E-03             1.335385E+01             3.807703E+01             1.616906E+02             9.367727E-02             1.354906E-02             3.327574E-01             4.938850E-02             6.616873E-01             3.713691E-01             1.432999E+01             1.173427E+01             9.076774E+00             3.312303E+01
                   0.9000             3.802715E+01             1.353660E+02             5.590576E-03             1.219690E+01             3.803274E+01             1.475629E+02             9.144407E-02             1.616576E-02             3.348499E-01             4.938259E-02             6.625138E-01             3.330234E-01             1.432944E+01             1.175985E+01             9.077020E+00             3.312303E+01
                   1.0800             3.797041E+01             1.224106E+02             7.042860E-03             1.103831E+01             3.797746E+01             1.334489E+02             8.961945E-02             1.872256E-02             3.366832E-01             4.937536E-02             6.634211E-01             2.947911E-01             1.432876E+01             1.178786E+01             9.075947E+00             3.312303E+01
                   1.2600             3.791385E+01             1.094738E+02             7.874956E-03             9.878683E+00             3.792173E+01             1.193525E+02             8.856158E-02             2.122718E-02             3.382854E-01             4.936683E-02             6.644031E-01             2.566854E-01             1.432795E+01             1.181820E+01             9.076394E+00             3.312303E+01
                   1.4400             3.786197E+01             9.656059E+01             8.350617E-03             8.718775E+00             3.787033E+01             1.052794E+02             8.764120E-02             2.368380E-02             3.396693E-01             4.935698E-02             6.654565E-01             2.187284E-01             1.432702E+01             1.185078E+01             9.076993E+00             3.312303E+01
                   1.6200             3.781692E+01             8.367802E+01             8.634224E-03             7.559543E+00             3.782556E+01             9.123756E+01             8.687283E-02             2.609595E-02             3.408411E-01             4.934582E-02             6.665793E-01             1.809315E-01             1.432597E+01             1.188553E+01             9.076024E+00             3.312303E+01
                   1.8000             3.777955E+01             7.083660E+01             8.818646E-03             6.402248E+00             3.778837E+01             7.723885E+01             8.622676E-02             2.846697E-02             3.418038E-01             4.933335E-02             6.677698E-01             1.433079E-01             1.432480E+01             1.192238E+01             9.075039E+00             3.312303E+01
                   1.9800             3.775004E+01             5.805306E+01             8.953174E-03             5.248711E+00             3.775899E+01             6.330177E+01             8.572351E-02             3.080009E-02             3.425593E-01             4.931957E-02             6.690271E-01             1.058620E-01             1.432350E+01             1.196127E+01             9.075943E+00             3.312303E+01
                   2.1600             3.772825E+01             4.535640E+01             9.063467E-03             4.101864E+00             3.773731E+01             4.945826E+01             8.533704E-02             3.309838E-02             3.431090E-01             4.930448E-02             6.703499E-01             6.860720E-02             1.432207E+01             1.200212E+01             9.075017E+00             3.312303E+01
                   2.3400             3.771389E+01             3.280388E+01             9.162722E-03             2.967194E+00             3.772305E+01             3.577107E+01             8.508910E-02             3.536469E-02             3.434550E-01             4.928808E-02             6.717373E-01             3.154906E-02             1.432053E+01             1.204488E+01             9.076180E+00             3.312303E+01
                   2.5200             3.770657E+01             2.053442E+01             9.257720E-03             1.857568E+00             3.771582E+01             2.239199E+01             8.495402E-02             3.760158E-02             3.436004E-01             4.927038E-02             6.731880E-01             5.304215E-03             1.431886E+01             1.208948E+01             9.075325E+00             3.312303E+01
                   2.7000             3.770588E+01             9.052021E+00             9.351949E-03             8.188679E-01             3.771523E+01             9.870889E+00             8.495133E-02             3.981132E-02             3.435529E-01             4.925137E-02             6.747005E-01             4.194929E-02             1.431707E+01             1.213584E+01             9.074459E+00             3.312303E+01
                   2.8800             3.771137E+01             2.264498E+00             9.446962E-03             2.048410E-01             3.772082E+01             2.469339E+00             8.501795E-02             4.199596E-02             3.433444E-01             4.923105E-02             6.762703E-01             7.840460E-02             1.431516E+01             1.218391E+01             9.075990E+00             3.312303E+01
                   3.0600             3.772262E+01             2.135516E+00             9.543714E-03             1.931592E-01             3.773216E+01             2.328675E+00             8.516501E-02             4.415729E-02             3.430897E-01             4.920943E-02             6.778843E-01             1.147567E-01             1.431312E+01             1.223360E+01             9.075206E+00             3.312303E+01
                   3.2400             3.773915E+01             2.176563E+00             9.642393E-03             1.968573E-01             3.774879E+01             2.373420E+00             8.529793E-02             4.629694E-02             3.428364E-01             4.918652E-02             6.795370E-01             1.510438E-01             1.431096E+01             1.228485E+01             9.074415E+00             3.312303E+01
