                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.572010E-01             5.728711E-02             9.044017E-01             1.676243E+01             1.478011E+01             2.427061E-03             1.676000E+01             4.058388E+01             0.000000E+00
                   0.1800             5.370845E-01             5.728642E-02             8.759421E-01             5.682242E+02             1.455355E+01             1.246111E+01             5.557631E+02             4.058388E+01             0.000000E+00
                   0.3600             4.784081E-01             5.728413E-02             8.770920E-01             4.491954E+02             1.459003E+01             9.453371E+00             4.397420E+02             4.058388E+01             0.000000E+00
                   0.5400             4.197274E-01             5.728032E-02             8.784197E-01             3.927041E+02             1.463178E+01             8.049049E+00             3.846550E+02             4.058388E+01             0.000000E+00
                   0.7200             3.610974E-01             5.727499E-02             8.799037E-01             3.576317E+02             1.467852E+01             7.186745E+00             3.504450E+02             4.058388E+01             0.000000E+00
                   0.9000             3.025677E-01             5.726813E-02             8.815307E-01             3.329909E+02             1.473003E+01             6.586056E+00             3.264049E+02             4.058388E+01             0.000000E+00
                   1.0800             2.441642E-01             5.725975E-02             8.832920E-01             3.143760E+02             1.478612E+01             6.135443E+00             3.082405E+02             4.058388E+01             0.000000E+00
                   1.2600             1.858917E-01             5.724985E-02             8.851824E-01             2.996217E+02             1.484663E+01             5.780436E+00             2.938413E+02             4.058388E+01             0.000000E+00
                   1.4400             1.277747E-01             5.723843E-02             8.871979E-01             2.875214E+02             1.491142E+01             5.490838E+00             2.820306E+02             4.058388E+01             0.000000E+00
                   1.6200             6.982432E-02             5.722549E-02             8.893356E-01             2.773413E+02             1.498033E+01             5.248367E+00             2.720929E+02             4.058388E+01             0.000000E+00
                   1.8000             1.205568E-02             5.721103E-02             8.915929E-01             2.686056E+02             1.505323E+01             5.041219E+00             2.635644E+02             4.058388E+01             0.000000E+00
                   1.9800             4.552842E-02             5.719505E-02             8.939681E-01             2.609904E+02             1.512997E+01             4.861380E+00             2.561290E+02             4.058388E+01             0.000000E+00
                   2.1600             1.029117E-01             5.717755E-02             8.964588E-01             2.542661E+02             1.521040E+01             4.703193E+00             2.495629E+02             4.058388E+01             0.000000E+00
                   2.3400             1.600889E-01             5.715853E-02             8.990633E-01             2.482646E+02             1.529440E+01             4.562527E+00             2.437021E+02             4.058388E+01             0.000000E+00
                   2.5200             2.170495E-01             5.713800E-02             9.017795E-01             2.428598E+02             1.538183E+01             4.436289E+00             2.384236E+02             4.058388E+01             0.000000E+00
                   2.7000             2.737859E-01             5.711596E-02             9.046053E-01             2.379547E+02             1.547254E+01             4.322106E+00             2.336325E+02             4.058388E+01             0.000000E+00
                   2.8800             3.302947E-01             5.709240E-02             9.075385E-01             2.334730E+02             1.556641E+01             4.218122E+00             2.292549E+02             4.058388E+01             0.000000E+00
                   3.0600             3.865744E-01             5.706733E-02             9.105758E-01             2.293543E+02             1.566329E+01             4.122862E+00             2.252314E+02             4.058388E+01             0.000000E+00
                   3.2400             4.426514E-01             5.704075E-02             9.137111E-01             2.255495E+02             1.576306E+01             4.035136E+00             2.215144E+02             4.058388E+01             0.000000E+00
                   3.4200             4.985994E-01             5.701266E-02             9.169325E-01             2.220186E+02             1.586557E+01             3.953972E+00             2.180646E+02             4.058388E+01             0.000000E+00
                   3.6000             5.544500E-01             5.698307E-02             9.202342E-01             2.187283E+02             1.597071E+01             3.878565E+00             2.148497E+02             4.058388E+01             0.000000E+00
                   3.7800             6.102042E-01             5.695197E-02             9.236149E-01             2.156508E+02             1.607837E+01             3.808246E+00             2.118425E+02             4.058388E+01             0.000000E+00
                   3.9600             6.658635E-01             5.691937E-02             9.270734E-01             1.672750E+01             1.618845E+01             4.547437E-03             1.672295E+01             4.058388E+01             0.000000E+00
                   4.1400             7.214267E-01             5.688527E-02             9.306083E-01             1.672426E+01             1.630086E+01             4.744114E-03             1.671952E+01             4.058388E+01             0.000000E+00
                   4.3200             7.768952E-01             5.684967E-02             9.342185E-01             1.672088E+01             1.641550E+01             4.949447E-03             1.671593E+01             4.058388E+01             0.000000E+00
                   4.5000             8.322687E-01             5.681258E-02             9.379025E-01             1.671736E+01             1.653227E+01             5.163426E-03             1.671220E+01             4.058388E+01             0.000000E+00
                   4.6800             8.875482E-01             5.677399E-02             9.416592E-01             1.671370E+01             1.665110E+01             5.386040E-03             1.670832E+01             4.058388E+01             0.000000E+00
                   4.8600             9.427343E-01             5.673391E-02             9.454871E-01             1.670990E+01             1.677189E+01             5.617275E-03             1.670428E+01             4.058388E+01             0.000000E+00
                   5.0400             9.978279E-01             5.669234E-02             9.493851E-01             1.670596E+01             1.689457E+01             5.857121E-03             1.670010E+01             4.058388E+01             0.000000E+00
                   5.2200             1.052829E+00             5.664929E-02             9.533517E-01             1.670188E+01             1.701904E+01             6.105564E-03             1.669577E+01             4.058388E+01             0.000000E+00
                   5.4000             1.107740E+00             5.660475E-02             9.573856E-01             1.669765E+01             1.714524E+01             6.362591E-03             1.669129E+01             4.058388E+01             0.000000E+00
                   5.5800             1.162561E+00             5.655874E-02             9.614854E-01             1.669329E+01             1.727309E+01             6.628188E-03             1.668666E+01             4.058388E+01             0.000000E+00
                   5.7600             1.217293E+00             5.651124E-02             9.656499E-01             1.668879E+01             1.740252E+01             6.902341E-03             1.668189E+01             4.058388E+01             0.000000E+00
                   5.9400             1.271937E+00             5.646228E-02             9.698776E-01             1.668415E+01             1.753347E+01             7.185035E-03             1.667697E+01             4.058388E+01             0.000000E+00
                   6.1200             1.326495E+00             5.641184E-02             9.741672E-01             1.667938E+01             1.766586E+01             7.476256E-03             1.667190E+01             4.058388E+01             0.000000E+00
                   6.3000             1.380969E+00             5.635993E-02             9.785174E-01             1.667446E+01             1.779963E+01             7.775987E-03             1.666668E+01             4.058388E+01             0.000000E+00
                   6.4800             1.435359E+00             5.630656E-02             9.829266E-01             1.666941E+01             1.793473E+01             8.084213E-03             1.666132E+01             4.058388E+01             0.000000E+00
                   6.6600             1.489667E+00             5.625173E-02             9.873937E-01             1.666422E+01             1.807109E+01             8.400917E-03             1.665582E+01             4.058388E+01             0.000000E+00
                   6.8400             1.543896E+00             5.619543E-02             9.919172E-01             1.665889E+01             1.820866E+01             8.726083E-03             1.665017E+01             4.058388E+01             0.000000E+00
                   7.0200             1.598046E+00             5.613769E-02             9.964958E-01             1.665343E+01             1.834739E+01             9.059692E-03             1.664437E+01             4.058388E+01             0.000000E+00
                   7.2000             1.652121E+00             5.607849E-02             1.001128E+00             1.664783E+01             1.848723E+01             9.401728E-03             1.663843E+01             4.058388E+01             0.000000E+00
                   7.3800             1.706121E+00             5.601785E-02             1.005813E+00             1.664210E+01             1.862812E+01             9.752171E-03             1.663235E+01             4.058388E+01             0.000000E+00
                   7.5600             1.760049E+00             5.595577E-02             1.010548E+00             1.663623E+01             1.877002E+01             1.011100E-02             1.662612E+01             4.058388E+01             0.000000E+00
                   7.7400             1.813908E+00             5.589224E-02             1.015334E+00             1.663023E+01             1.891288E+01             1.047821E-02             1.661975E+01             4.058388E+01             0.000000E+00
                   7.9200             1.867699E+00             5.582728E-02             1.020167E+00             1.662409E+01             1.905667E+01             1.085376E-02             1.661324E+01             4.058388E+01             0.000000E+00
                   8.1000             1.921424E+00             5.576089E-02             1.025047E+00             1.661782E+01             1.920134E+01             1.123764E-02             1.660659E+01             4.058388E+01             0.000000E+00
                   8.2800             1.975087E+00             5.569307E-02             1.029974E+00             1.661142E+01             1.934684E+01             1.162984E-02             1.659979E+01             4.058388E+01             0.000000E+00
                   8.4600             2.028690E+00             5.562383E-02             1.034944E+00             1.660489E+01             1.949315E+01             1.203032E-02             1.659286E+01             4.058388E+01             0.000000E+00
                   8.6400             2.082235E+00             5.555318E-02             1.039957E+00             1.659822E+01             1.964022E+01             1.243907E-02             1.658578E+01             4.058388E+01             0.000000E+00
                   8.8200             2.135725E+00             5.548111E-02             1.045012E+00             1.659143E+01             1.978802E+01             1.285607E-02             1.657857E+01             4.058388E+01             0.000000E+00
                   9.0000             2.189164E+00             5.540763E-02             1.050107E+00             1.658450E+01             1.993652E+01             1.328129E-02             1.657122E+01             4.058388E+01             0.000000E+00
                   9.1800             2.242553E+00             5.533274E-02             1.055241E+00             1.657744E+01             2.008568E+01             1.371471E-02             1.656373E+01             4.058388E+01             0.000000E+00
                   9.3600             2.295896E+00             5.525646E-02             1.060412E+00             1.657026E+01             2.023547E+01             1.415631E-02             1.655610E+01             4.058388E+01             0.000000E+00
                   9.5400             2.349195E+00             5.517878E-02             1.065620E+00             1.656294E+01             2.038586E+01             1.460607E-02             1.654834E+01             4.058388E+01             0.000000E+00
                   9.7200             2.402454E+00             5.509971E-02             1.070863E+00             1.655550E+01             2.053682E+01             1.506395E-02             1.654044E+01             4.058388E+01             0.000000E+00
                   9.9000             2.455676E+00             5.501926E-02             1.076139E+00             1.654793E+01             2.068833E+01             1.552995E-02             1.653240E+01             4.058388E+01             0.000000E+00
                  10.0800             2.508863E+00             5.493742E-02             1.081448E+00             1.654023E+01             2.084035E+01             1.600402E-02             1.652423E+01             4.058388E+01             0.000000E+00
                  10.2600             2.562020E+00             5.485421E-02             1.086788E+00             1.653241E+01             2.099287E+01             1.648615E-02             1.651592E+01             4.058388E+01             0.000000E+00
                  10.4400             2.615148E+00             5.476964E-02             1.092157E+00             1.652446E+01             2.114584E+01             1.697631E-02             1.650749E+01             4.058388E+01             0.000000E+00
                  10.6200             2.668252E+00             5.468369E-02             1.097555E+00             1.651639E+01             2.129926E+01             1.747448E-02             1.649891E+01             4.058388E+01             0.000000E+00
                  10.8000             2.721335E+00             5.459639E-02             1.102980E+00             1.650819E+01             2.145309E+01             1.798062E-02             1.649021E+01             4.058388E+01             0.000000E+00
                  10.9800             2.774399E+00             5.450774E-02             1.108431E+00             1.649987E+01             2.160731E+01             1.849472E-02             1.648138E+01             4.058388E+01             0.000000E+00
                  11.1600             2.827448E+00             5.441774E-02             1.113906E+00             1.649143E+01             2.176191E+01             1.901674E-02             1.647241E+01             4.058388E+01             0.000000E+00
                  11.3400             2.880486E+00             5.432639E-02             1.119405E+00             1.648286E+01             2.191685E+01             1.954666E-02             1.646331E+01             4.058388E+01             0.000000E+00
                  11.5200             2.933515E+00             5.423371E-02             1.124925E+00             1.647417E+01             2.207211E+01             2.008445E-02             1.645409E+01             4.058388E+01             0.000000E+00
                  11.7000             2.986539E+00             5.413970E-02             1.130466E+00             1.646537E+01             2.222769E+01             2.063007E-02             1.644474E+01             4.058388E+01             0.000000E+00
                  11.8800             3.039561E+00             5.404437E-02             1.136027E+00             1.645644E+01             2.238354E+01             2.118351E-02             1.643526E+01             4.058388E+01             0.000000E+00
                  12.0600             3.092583E+00             5.394771E-02             1.141605E+00             1.644739E+01             2.253966E+01             2.174473E-02             1.642565E+01             4.058388E+01             0.000000E+00
                  12.2400             3.145610E+00             5.384975E-02             1.147201E+00             1.643823E+01             2.269603E+01             2.231370E-02             1.641591E+01             4.058388E+01             0.000000E+00
                  12.4200             3.198645E+00             5.375047E-02             1.152811E+00             1.642894E+01             2.285263E+01             2.289040E-02             1.640605E+01             4.058388E+01             0.000000E+00
                  12.6000             3.251690E+00             5.364990E-02             1.158436E+00             1.641954E+01             2.300943E+01             2.347478E-02             1.639607E+01             4.058388E+01             0.000000E+00
                  12.7800             3.304748E+00             5.354803E-02             1.164073E+00             1.641003E+01             2.316642E+01             2.406683E-02             1.638596E+01             4.058388E+01             0.000000E+00
                  12.9600             3.357822E+00             5.344487E-02             1.169722E+00             1.640040E+01             2.332358E+01             2.466651E-02             1.637573E+01             4.058388E+01             0.000000E+00
                  13.1400             3.410916E+00             5.334044E-02             1.175382E+00             1.639065E+01             2.348090E+01             2.527378E-02             1.636538E+01             4.058388E+01             0.000000E+00
                  13.3200             3.464032E+00             5.323472E-02             1.181050E+00             1.638079E+01             2.363836E+01             2.588862E-02             1.635490E+01             4.058388E+01             0.000000E+00
                  13.5000             3.517172E+00             5.312774E-02             1.186726E+00             1.637082E+01             2.379593E+01             2.651099E-02             1.634431E+01             4.058388E+01             0.000000E+00
                  13.6800             3.570339E+00             5.301950E-02             1.192408E+00             1.636073E+01             2.395361E+01             2.714087E-02             1.633359E+01             4.058388E+01             0.000000E+00
                  13.8600             3.623537E+00             5.291001E-02             1.198095E+00             1.635054E+01             2.411137E+01             2.777821E-02             1.632276E+01             4.058388E+01             0.000000E+00
                  14.0400             3.676766E+00             5.279926E-02             1.203785E+00             1.634023E+01             2.426921E+01             2.842298E-02             1.631181E+01             4.058388E+01             0.000000E+00
                  14.2200             3.730031E+00             5.268727E-02             1.209478E+00             1.632981E+01             2.442710E+01             2.907516E-02             1.630074E+01             4.058388E+01             0.000000E+00
                  14.4000             3.783332E+00             5.257405E-02             1.215172E+00             1.631929E+01             2.458503E+01             2.973470E-02             1.628955E+01             4.058388E+01             0.000000E+00
                  14.5800             3.836671E+00             5.245961E-02             1.220866E+00             1.630865E+01             2.474299E+01             3.040157E-02             1.627825E+01             4.058388E+01             0.000000E+00
