                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.573552E-01             5.791442E-02             8.084525E-01             1.694598E+01             1.409817E+01             2.453639E-03             1.694353E+01             3.953486E+01             0.000000E+00
                   0.1800             5.745927E-01             5.791372E-02             7.749972E-01             1.694593E+01             1.381413E+01             2.458080E-03             1.694347E+01             3.953486E+01             0.000000E+00
                   0.3600             5.294834E-01             5.791141E-02             7.754932E-01             1.694571E+01             1.383367E+01             2.471395E-03             1.694324E+01             3.953486E+01             0.000000E+00
                   0.5400             4.842535E-01             5.790756E-02             7.761684E-01             1.694534E+01             1.385703E+01             2.493586E-03             1.694285E+01             3.953486E+01             0.000000E+00
                   0.7200             4.390243E-01             5.790217E-02             7.769764E-01             1.694483E+01             1.388376E+01             2.524652E-03             1.694230E+01             3.953486E+01             0.000000E+00
                   0.9000             3.938762E-01             5.789523E-02             7.778926E-01             1.694417E+01             1.391356E+01             2.564591E-03             1.694160E+01             3.953486E+01             0.000000E+00
                   1.0800             3.488504E-01             5.788676E-02             7.789042E-01             1.694336E+01             1.394627E+01             2.613401E-03             1.694075E+01             3.953486E+01             0.000000E+00
                   1.2600             3.039623E-01             5.787676E-02             7.800042E-01             1.694241E+01             1.398176E+01             2.671080E-03             1.693974E+01             3.953486E+01             0.000000E+00
                   1.4400             2.592383E-01             5.786521E-02             7.811888E-01             1.694131E+01             1.401994E+01             2.737624E-03             1.693858E+01             3.953486E+01             0.000000E+00
                   1.6200             2.146918E-01             5.785213E-02             7.824555E-01             1.694007E+01             1.406071E+01             2.813029E-03             1.693726E+01             3.953486E+01             0.000000E+00
                   1.8000             1.703391E-01             5.783751E-02             7.838026E-01             1.693868E+01             1.410399E+01             2.897292E-03             1.693578E+01             3.953486E+01             0.000000E+00
                   1.9800             1.261860E-01             5.782135E-02             7.852290E-01             1.693714E+01             1.414970E+01             2.990409E-03             1.693415E+01             3.953486E+01             0.000000E+00
