                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.609683E-01             4.912359E-02             6.979796E-01             1.437375E+01             1.205494E+01             2.081201E-03             1.437167E+01             3.985665E+01             0.000000E+00
                   0.1800             6.291888E-01             4.912300E-02             6.571409E-01             1.437371E+01             1.169226E+01             2.084968E-03             1.437162E+01             3.985665E+01             0.000000E+00
                   0.3600             5.973212E-01             4.912104E-02             6.569500E-01             1.437352E+01             1.169556E+01             2.096262E-03             1.437142E+01             3.985665E+01             0.000000E+00
                   0.5400             5.650188E-01             4.911777E-02             6.570196E-01             1.437321E+01             1.170247E+01             2.115085E-03             1.437109E+01             3.985665E+01             0.000000E+00
                   0.7200             5.326352E-01             4.911320E-02             6.572289E-01             1.437277E+01             1.171186E+01             2.141436E-03             1.437063E+01             3.985665E+01             0.000000E+00
                   0.9000             5.003363E-01             4.910732E-02             6.575271E-01             1.437222E+01             1.172324E+01             2.175312E-03             1.437004E+01             3.985665E+01             0.000000E+00
                   1.0800             4.681877E-01             4.910014E-02             6.578958E-01             1.437153E+01             1.173638E+01             2.216713E-03             1.436932E+01             3.985665E+01             0.000000E+00
                   1.2600             4.362167E-01             4.909165E-02             6.583268E-01             1.437072E+01             1.175118E+01             2.265637E-03             1.436846E+01             3.985665E+01             0.000000E+00
                   1.4400             4.044511E-01             4.908185E-02             6.588166E-01             1.436979E+01             1.176754E+01             2.322080E-03             1.436747E+01             3.985665E+01             0.000000E+00
                   1.6200             3.729049E-01             4.907076E-02             6.593639E-01             1.436874E+01             1.178542E+01             2.386040E-03             1.436635E+01             3.985665E+01             0.000000E+00
                   1.8000             3.415949E-01             4.905836E-02             6.599675E-01             1.436756E+01             1.180475E+01             2.457513E-03             1.436510E+01             3.985665E+01             0.000000E+00
                   1.9800             3.105300E-01             4.904465E-02             6.606269E-01             1.436626E+01             1.182550E+01             2.536495E-03             1.436372E+01             3.985665E+01             0.000000E+00
                   2.1600             2.797271E-01             4.902965E-02             6.613414E-01             1.436483E+01             1.184761E+01             2.622982E-03             1.436221E+01             3.985665E+01             0.000000E+00
                   2.3400             2.491971E-01             4.901334E-02             6.621106E-01             1.436328E+01             1.187104E+01             2.716970E-03             1.436056E+01             3.985665E+01             0.000000E+00
                   2.5200             2.189541E-01             4.899574E-02             6.629338E-01             1.436161E+01             1.189573E+01             2.818453E-03             1.435879E+01             3.985665E+01             0.000000E+00
                   2.7000             1.890115E-01             4.897683E-02             6.638106E-01             1.435981E+01             1.192164E+01             2.927427E-03             1.435688E+01             3.985665E+01             0.000000E+00
                   2.8800             1.593814E-01             4.895663E-02             6.647404E-01             1.435789E+01             1.194872E+01             3.043884E-03             1.435485E+01             3.985665E+01             0.000000E+00
                   3.0600             1.300793E-01             4.893513E-02             6.657230E-01             1.435585E+01             1.197693E+01             3.167819E-03             1.435268E+01             3.985665E+01             0.000000E+00
                   3.2400             1.009652E-01             4.891234E-02             6.667395E-01             1.435368E+01             1.200619E+01             3.299226E-03             1.435039E+01             3.985665E+01             0.000000E+00
                   3.4200             7.191167E-02             4.888826E-02             6.677742E-01             1.435140E+01             1.203645E+01             3.438097E-03             1.434796E+01             3.985665E+01             0.000000E+00
                   3.6000             4.291846E-02             4.886288E-02             6.688272E-01             1.434899E+01             1.206771E+01             3.584425E-03             1.434540E+01             3.985665E+01             0.000000E+00
                   3.7800             1.398534E-02             4.883622E-02             6.698984E-01             1.434646E+01             1.209995E+01             3.738202E-03             1.434272E+01             3.985665E+01             0.000000E+00
                   3.9600             1.488897E-02             4.880826E-02             6.709879E-01             1.434380E+01             1.213315E+01             3.899420E-03             1.433990E+01             3.985665E+01             0.000000E+00
                   4.1400             4.370427E-02             4.877902E-02             6.720957E-01             1.434103E+01             1.216729E+01             4.068069E-03             1.433696E+01             3.985665E+01             0.000000E+00
                   4.3200             7.246188E-02             4.874849E-02             6.732219E-01             1.433813E+01             1.220237E+01             4.244142E-03             1.433388E+01             3.985665E+01             0.000000E+00
                   4.5000             1.011622E-01             4.871669E-02             6.743665E-01             1.433511E+01             1.223836E+01             4.427629E-03             1.433068E+01             3.985665E+01             0.000000E+00
                   4.6800             1.298066E-01             4.868360E-02             6.755295E-01             1.433197E+01             1.227525E+01             4.618519E-03             1.432735E+01             3.985665E+01             0.000000E+00
                   4.8600             1.583960E-01             4.864923E-02             6.767110E-01             1.432871E+01             1.231302E+01             4.816804E-03             1.432389E+01             3.985665E+01             0.000000E+00
                   5.0400             1.869315E-01             4.861358E-02             6.779110E-01             1.432533E+01             1.235167E+01             5.022471E-03             1.432031E+01             3.985665E+01             0.000000E+00
                   5.2200             2.154143E-01             4.857667E-02             6.791295E-01             1.432183E+01             1.239117E+01             5.235510E-03             1.431659E+01             3.985665E+01             0.000000E+00
                   5.4000             2.438460E-01             4.853848E-02             6.803666E-01             1.431821E+01             1.243152E+01             5.455910E-03             1.431275E+01             3.985665E+01             0.000000E+00
                   5.5800             2.722278E-01             4.849902E-02             6.816222E-01             1.431447E+01             1.247269E+01             5.683659E-03             1.430879E+01             3.985665E+01             0.000000E+00
                   5.7600             3.005621E-01             4.845829E-02             6.828963E-01             1.431061E+01             1.251467E+01             5.918745E-03             1.430469E+01             3.985665E+01             0.000000E+00
                   5.9400             3.288495E-01             4.841630E-02             6.841891E-01             1.430663E+01             1.255746E+01             6.161155E-03             1.430047E+01             3.985665E+01             0.000000E+00
                   6.1200             3.570925E-01             4.837305E-02             6.855005E-01             1.430254E+01             1.260102E+01             6.410876E-03             1.429612E+01             3.985665E+01             0.000000E+00
                   6.3000             3.852930E-01             4.832854E-02             6.868306E-01             1.429832E+01             1.264536E+01             6.667895E-03             1.429165E+01             3.985665E+01             0.000000E+00
                   6.4800             4.134525E-01             4.828277E-02             6.881793E-01             1.429399E+01             1.269046E+01             6.932198E-03             1.428706E+01             3.985665E+01             0.000000E+00
                   6.6600             4.415737E-01             4.823575E-02             6.895467E-01             1.428954E+01             1.273631E+01             7.203772E-03             1.428233E+01             3.985665E+01             0.000000E+00
                   6.8400             4.696586E-01             4.818749E-02             6.909328E-01             1.428497E+01             1.278289E+01             7.482600E-03             1.427749E+01             3.985665E+01             0.000000E+00
                   7.0200             4.977096E-01             4.813797E-02             6.923376E-01             1.428029E+01             1.283018E+01             7.768670E-03             1.427252E+01             3.985665E+01             0.000000E+00
                   7.2000             5.257292E-01             4.808721E-02             6.937611E-01             1.427549E+01             1.287819E+01             8.061965E-03             1.426742E+01             3.985665E+01             0.000000E+00
                   7.3800             5.537200E-01             4.803521E-02             6.952033E-01             1.427057E+01             1.292689E+01             8.362470E-03             1.426221E+01             3.985665E+01             0.000000E+00
                   7.5600             5.816848E-01             4.798197E-02             6.966642E-01             1.426554E+01             1.297627E+01             8.670168E-03             1.425687E+01             3.985665E+01             0.000000E+00
                   7.7400             6.096261E-01             4.792750E-02             6.981437E-01             1.426039E+01             1.302633E+01             8.985044E-03             1.425141E+01             3.985665E+01             0.000000E+00
                   7.9200             6.375470E-01             4.787180E-02             6.996420E-01             1.425513E+01             1.307704E+01             9.307080E-03             1.424582E+01             3.985665E+01             0.000000E+00
                   8.1000             6.654504E-01             4.781487E-02             7.011589E-01             1.424975E+01             1.312841E+01             9.636260E-03             1.424012E+01             3.985665E+01             0.000000E+00
                   8.2800             6.933393E-01             4.775671E-02             7.026945E-01             1.424427E+01             1.318041E+01             9.972566E-03             1.423429E+01             3.985665E+01             0.000000E+00
                   8.4600             7.212168E-01             4.769734E-02             7.042487E-01             1.423866E+01             1.323304E+01             1.031598E-02             1.422835E+01             3.985665E+01             0.000000E+00
                   8.6400             7.490862E-01             4.763675E-02             7.058214E-01             1.423295E+01             1.328628E+01             1.066648E-02             1.422228E+01             3.985665E+01             0.000000E+00
                   8.8200             7.769509E-01             4.757495E-02             7.074126E-01             1.422712E+01             1.334013E+01             1.102406E-02             1.421610E+01             3.985665E+01             0.000000E+00
                   9.0000             8.048140E-01             4.751194E-02             7.090222E-01             1.422118E+01             1.339457E+01             1.138868E-02             1.420979E+01             3.985665E+01             0.000000E+00
                   9.1800             8.326791E-01             4.744773E-02             7.106503E-01             1.421513E+01             1.344959E+01             1.176034E-02             1.420337E+01             3.985665E+01             0.000000E+00
                   9.3600             8.605496E-01             4.738231E-02             7.122966E-01             1.420897E+01             1.350518E+01             1.213901E-02             1.419683E+01             3.985665E+01             0.000000E+00
                   9.5400             8.884291E-01             4.731571E-02             7.139611E-01             1.420269E+01             1.356133E+01             1.252468E-02             1.419017E+01             3.985665E+01             0.000000E+00
                   9.7200             9.163210E-01             4.724790E-02             7.156437E-01             1.419631E+01             1.361804E+01             1.291731E-02             1.418340E+01             3.985665E+01             0.000000E+00
                   9.9000             9.442289E-01             4.717891E-02             7.173442E-01             1.418982E+01             1.367528E+01             1.331690E-02             1.417650E+01             3.985665E+01             0.000000E+00
                  10.0800             9.721565E-01             4.710874E-02             7.190626E-01             1.418322E+01             1.373305E+01             1.372342E-02             1.416950E+01             3.985665E+01             0.000000E+00
                  10.2600             1.000107E+00             4.703739E-02             7.207986E-01             1.417651E+01             1.379134E+01             1.413685E-02             1.416238E+01             3.985665E+01             0.000000E+00
                  10.4400             1.028085E+00             4.696487E-02             7.225520E-01             1.416970E+01             1.385014E+01             1.455716E-02             1.415514E+01             3.985665E+01             0.000000E+00
                  10.6200             1.056093E+00             4.689117E-02             7.243228E-01             1.416277E+01             1.390944E+01             1.498434E-02             1.414779E+01             3.985665E+01             0.000000E+00
                  10.8000             1.084136E+00             4.681631E-02             7.261107E-01             1.415575E+01             1.396922E+01             1.541835E-02             1.414033E+01             3.985665E+01             0.000000E+00
                  10.9800             1.112215E+00             4.674029E-02             7.279153E-01             1.414861E+01             1.402947E+01             1.585919E-02             1.413275E+01             3.985665E+01             0.000000E+00
                  11.1600             1.140336E+00             4.666311E-02             7.297366E-01             1.414137E+01             1.409020E+01             1.630682E-02             1.412506E+01             3.985665E+01             0.000000E+00
                  11.3400             1.168502E+00             4.658479E-02             7.315742E-01             1.413402E+01             1.415137E+01             1.676123E-02             1.411726E+01             3.985665E+01             0.000000E+00
                  11.5200             1.196716E+00             4.650531E-02             7.334279E-01             1.412658E+01             1.421299E+01             1.722238E-02             1.410935E+01             3.985665E+01             0.000000E+00
                  11.7000             1.224981E+00             4.642470E-02             7.352972E-01             1.411902E+01             1.427504E+01             1.769025E-02             1.410133E+01             3.985665E+01             0.000000E+00
                  11.8800             1.253301E+00             4.634295E-02             7.371820E-01             1.411137E+01             1.433751E+01             1.816482E-02             1.409320E+01             3.985665E+01             0.000000E+00
                  12.0600             1.281678E+00             4.626007E-02             7.390817E-01             1.410361E+01             1.440039E+01             1.864607E-02             1.408496E+01             3.985665E+01             0.000000E+00
                  12.2400             1.310117E+00             4.617606E-02             7.409960E-01             1.409575E+01             1.446366E+01             1.913396E-02             1.407662E+01             3.985665E+01             0.000000E+00
                  12.4200             1.338619E+00             4.609093E-02             7.429246E-01             1.408779E+01             1.452733E+01             1.962847E-02             1.406816E+01             3.985665E+01             0.000000E+00
                  12.6000             1.367188E+00             4.600469E-02             7.448669E-01             1.407973E+01             1.459136E+01             2.012958E-02             1.405960E+01             3.985665E+01             0.000000E+00
                  12.7800             1.395827E+00             4.591734E-02             7.468226E-01             1.407157E+01             1.465576E+01             2.063726E-02             1.405093E+01             3.985665E+01             0.000000E+00
                  12.9600             1.424537E+00             4.582888E-02             7.487911E-01             1.406331E+01             1.472051E+01             2.115148E-02             1.404216E+01             3.985665E+01             0.000000E+00
                  13.1400             1.453322E+00             4.573933E-02             7.507719E-01             1.405495E+01             1.478560E+01             2.167222E-02             1.403328E+01             3.985665E+01             0.000000E+00
                  13.3200             1.482183E+00             4.564868E-02             7.527645E-01             1.404650E+01             1.485101E+01             2.219945E-02             1.402430E+01             3.985665E+01             0.000000E+00
                  13.5000             1.511124E+00             4.555695E-02             7.547683E-01             1.403795E+01             1.491674E+01             2.273313E-02             1.401521E+01             3.985665E+01             0.000000E+00
                  13.6800             1.540145E+00             4.546413E-02             7.567828E-01             1.402930E+01             1.498277E+01             2.327325E-02             1.400603E+01             3.985665E+01             0.000000E+00
                  13.8600             1.569248E+00             4.537024E-02             7.588073E-01             1.402056E+01             1.504909E+01             2.381976E-02             1.399674E+01             3.985665E+01             0.000000E+00
                  14.0400             1.598436E+00             4.527527E-02             7.608412E-01             1.401172E+01             1.511568E+01             2.437266E-02             1.398734E+01             3.985665E+01             0.000000E+00
                  14.2200             1.627709E+00             4.517924E-02             7.628839E-01             1.400279E+01             1.518254E+01             2.493190E-02             1.397785E+01             3.985665E+01             0.000000E+00
                  14.4000             1.657068E+00             4.508216E-02             7.649347E-01             1.399376E+01             1.524965E+01             2.549745E-02             1.396826E+01             3.985665E+01             0.000000E+00
                  14.5800             1.686516E+00             4.498402E-02             7.669930E-01             1.398464E+01             1.531700E+01             2.606929E-02             1.395857E+01             3.985665E+01             0.000000E+00
                  14.7600             1.716051E+00             4.488483E-02             7.690579E-01             1.397543E+01             1.538457E+01             2.664739E-02             1.394879E+01             3.985665E+01             0.000000E+00
                  14.9400             1.745676E+00             4.478461E-02             7.711288E-01             1.396613E+01             1.545236E+01             2.723171E-02             1.393890E+01             3.985665E+01             0.000000E+00
                  15.1200             1.775390E+00             4.468335E-02             7.732049E-01             1.395674E+01             1.552034E+01             2.782223E-02             1.392892E+01             3.985665E+01             0.000000E+00
                  15.3000             1.805194E+00             4.458106E-02             7.752855E-01             1.394726E+01             1.558851E+01             2.841891E-02             1.391884E+01             3.985665E+01             0.000000E+00
                  15.4800             1.835088E+00             4.447775E-02             7.773698E-01             1.393769E+01             1.565685E+01             2.902172E-02             1.390867E+01             3.985665E+01             0.000000E+00
                  15.6600             1.865071E+00             4.437343E-02             7.794570E-01             1.392803E+01             1.572535E+01             2.963064E-02             1.389840E+01             3.985665E+01             0.000000E+00
                  15.8400             1.895143E+00             4.426809E-02             7.815463E-01             1.391829E+01             1.579400E+01             3.024562E-02             1.388804E+01             3.985665E+01             0.000000E+00
                  16.0200             1.925304E+00             4.416176E-02             7.836370E-01             1.390846E+01             1.586278E+01             3.086664E-02             1.387759E+01             3.985665E+01             0.000000E+00
                  16.2000             1.955553E+00             4.405443E-02             7.857281E-01             1.389854E+01             1.593169E+01             3.149367E-02             1.386705E+01             3.985665E+01             0.000000E+00
                  16.3800             1.985889E+00             4.394611E-02             7.878188E-01             1.388854E+01             1.600070E+01             3.212666E-02             1.385641E+01             3.985665E+01             0.000000E+00
                  16.5600             2.016310E+00             4.383681E-02             7.899084E-01             1.387845E+01             1.606980E+01             3.276560E-02             1.384569E+01             3.985665E+01             0.000000E+00
                  16.7400             2.046817E+00             4.372653E-02             7.919960E-01             1.386829E+01             1.613899E+01             3.341044E-02             1.383488E+01             3.985665E+01             0.000000E+00
                  16.9200             2.077406E+00             4.361528E-02             7.940807E-01             1.385803E+01             1.620824E+01             3.406115E-02             1.382397E+01             3.985665E+01             0.000000E+00
                  17.1000             2.108078E+00             4.350307E-02             7.961618E-01             1.384770E+01             1.627756E+01             3.471770E-02             1.381298E+01             3.985665E+01             0.000000E+00
                  17.2800             2.138829E+00             4.338990E-02             7.982383E-01             1.383729E+01             1.634691E+01             3.538005E-02             1.380191E+01             3.985665E+01             0.000000E+00
                  17.4600             2.169658E+00             4.327579E-02             8.003094E-01             1.382680E+01             1.641630E+01             3.604817E-02             1.379075E+01             3.985665E+01             0.000000E+00
                  17.6400             2.200564E+00             4.316073E-02             8.023744E-01             1.381622E+01             1.648571E+01             3.672202E-02             1.377950E+01             3.985665E+01             0.000000E+00
