                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.405202E-01             4.989196E-02             7.002394E-01             1.459858E+01             1.217993E+01             2.113754E-03             1.459646E+01             2.994278E+01             0.000000E+00
                   0.1800             6.073317E-01             4.989135E-02             6.600289E-01             1.459853E+01             1.182376E+01             2.117580E-03             1.459641E+01             2.994278E+01             0.000000E+00
                   0.3600             5.761896E-01             4.988936E-02             6.601824E-01             1.459834E+01             1.183059E+01             2.129051E-03             1.459621E+01             2.994278E+01             0.000000E+00
                   0.5400             5.446852E-01             4.988605E-02             6.605853E-01             1.459803E+01             1.184081E+01             2.148168E-03             1.459588E+01             2.994278E+01             0.000000E+00
                   0.7200             5.131554E-01             4.988140E-02             6.611212E-01             1.459758E+01             1.185335E+01             2.174931E-03             1.459541E+01             2.994278E+01             0.000000E+00
                   0.9000             4.817595E-01             4.987543E-02             6.617410E-01             1.459702E+01             1.186771E+01             2.209337E-03             1.459481E+01             2.994278E+01             0.000000E+00
                   1.0800             4.505606E-01             4.986813E-02             6.624266E-01             1.459632E+01             1.188369E+01             2.251386E-03             1.459407E+01             2.994278E+01             0.000000E+00
                   1.2600             4.195858E-01             4.985951E-02             6.631694E-01             1.459550E+01             1.190116E+01             2.301075E-03             1.459320E+01             2.994278E+01             0.000000E+00
                   1.4400             3.888594E-01             4.984956E-02             6.639661E-01             1.459456E+01             1.192006E+01             2.358401E-03             1.459220E+01             2.994278E+01             0.000000E+00
                   1.6200             3.583914E-01             4.983829E-02             6.648146E-01             1.459349E+01             1.194033E+01             2.423361E-03             1.459106E+01             2.994278E+01             0.000000E+00
                   1.8000             3.281638E-01             4.982570E-02             6.657090E-01             1.459229E+01             1.196190E+01             2.495952E-03             1.458979E+01             2.994278E+01             0.000000E+00
                   1.9800             2.980288E-01             4.981178E-02             6.666275E-01             1.459097E+01             1.198465E+01             2.576169E-03             1.458839E+01             2.994278E+01             0.000000E+00
                   2.1600             2.679560E-01             4.979654E-02             6.675648E-01             1.458952E+01             1.200856E+01             2.664009E-03             1.458685E+01             2.994278E+01             0.000000E+00
                   2.3400             2.379434E-01             4.977998E-02             6.685210E-01             1.458794E+01             1.203360E+01             2.759467E-03             1.458518E+01             2.994278E+01             0.000000E+00
                   2.5200             2.079926E-01             4.976210E-02             6.694962E-01             1.458624E+01             1.205976E+01             2.862538E-03             1.458338E+01             2.994278E+01             0.000000E+00
                   2.7000             1.781039E-01             4.974290E-02             6.704903E-01             1.458442E+01             1.208703E+01             2.973216E-03             1.458145E+01             2.994278E+01             0.000000E+00
                   2.8800             1.482761E-01             4.972238E-02             6.715035E-01             1.458247E+01             1.211538E+01             3.091495E-03             1.457938E+01             2.994278E+01             0.000000E+00
                   3.0600             1.185108E-01             4.970055E-02             6.725357E-01             1.458040E+01             1.214480E+01             3.217369E-03             1.457718E+01             2.994278E+01             0.000000E+00
                   3.2400             8.880682E-02             4.967740E-02             6.735870E-01             1.457820E+01             1.217528E+01             3.350831E-03             1.457485E+01             2.994278E+01             0.000000E+00
                   3.4200             5.916367E-02             4.965294E-02             6.746575E-01             1.457587E+01             1.220679E+01             3.491874E-03             1.457238E+01             2.994278E+01             0.000000E+00
                   3.6000             2.958146E-02             4.962717E-02             6.757471E-01             1.457343E+01             1.223933E+01             3.640491E-03             1.456979E+01             2.994278E+01             0.000000E+00
                   3.7800             5.998336E-05             4.960008E-02             6.768559E-01             1.457085E+01             1.227288E+01             3.796673E-03             1.456706E+01             2.994278E+01             0.000000E+00
                   3.9600             2.940206E-02             4.957169E-02             6.779839E-01             1.456816E+01             1.230741E+01             3.960412E-03             1.456420E+01             2.994278E+01             0.000000E+00
                   4.1400             5.880438E-02             4.954199E-02             6.791312E-01             1.456534E+01             1.234291E+01             4.131700E-03             1.456121E+01             2.994278E+01             0.000000E+00
                   4.3200             8.814841E-02             4.951099E-02             6.802977E-01             1.456240E+01             1.237938E+01             4.310527E-03             1.455809E+01             2.994278E+01             0.000000E+00
                   4.5000             1.174345E-01             4.947868E-02             6.814835E-01             1.455933E+01             1.241678E+01             4.496883E-03             1.455483E+01             2.994278E+01             0.000000E+00
                   4.6800             1.466638E-01             4.944508E-02             6.826886E-01             1.455614E+01             1.245510E+01             4.690760E-03             1.455145E+01             2.994278E+01             0.000000E+00
                   4.8600             1.758374E-01             4.941017E-02             6.839129E-01             1.455283E+01             1.249433E+01             4.892145E-03             1.454794E+01             2.994278E+01             0.000000E+00
                   5.0400             2.049565E-01             4.937397E-02             6.851566E-01             1.454940E+01             1.253446E+01             5.101029E-03             1.454430E+01             2.994278E+01             0.000000E+00
                   5.2200             2.340220E-01             4.933648E-02             6.864195E-01             1.454584E+01             1.257546E+01             5.317401E-03             1.454053E+01             2.994278E+01             0.000000E+00
                   5.4000             2.630358E-01             4.929769E-02             6.877018E-01             1.454217E+01             1.261732E+01             5.541249E-03             1.453663E+01             2.994278E+01             0.000000E+00
                   5.5800             2.919987E-01             4.925761E-02             6.890034E-01             1.453837E+01             1.266003E+01             5.772560E-03             1.453260E+01             2.994278E+01             0.000000E+00
                   5.7600             3.209129E-01             4.921625E-02             6.903244E-01             1.453445E+01             1.270356E+01             6.011323E-03             1.452844E+01             2.994278E+01             0.000000E+00
                   5.9400             3.497796E-01             4.917360E-02             6.916646E-01             1.453041E+01             1.274791E+01             6.257524E-03             1.452415E+01             2.994278E+01             0.000000E+00
                   6.1200             3.786009E-01             4.912967E-02             6.930242E-01             1.452625E+01             1.279307E+01             6.511151E-03             1.451974E+01             2.994278E+01             0.000000E+00
                   6.3000             4.073788E-01             4.908447E-02             6.944031E-01             1.452197E+01             1.283901E+01             6.772191E-03             1.451519E+01             2.994278E+01             0.000000E+00
                   6.4800             4.361148E-01             4.903799E-02             6.958014E-01             1.451757E+01             1.288572E+01             7.040628E-03             1.451053E+01             2.994278E+01             0.000000E+00
                   6.6600             4.648116E-01             4.899023E-02             6.972189E-01             1.451305E+01             1.293319E+01             7.316449E-03             1.450573E+01             2.994278E+01             0.000000E+00
                   6.8400             4.934710E-01             4.894121E-02             6.986558E-01             1.450841E+01             1.298140E+01             7.599639E-03             1.450081E+01             2.994278E+01             0.000000E+00
                   7.0200             5.220957E-01             4.889092E-02             7.001120E-01             1.450365E+01             1.303034E+01             7.890183E-03             1.449576E+01             2.994278E+01             0.000000E+00
                   7.2000             5.506878E-01             4.883936E-02             7.015875E-01             1.449878E+01             1.308001E+01             8.188066E-03             1.449059E+01             2.994278E+01             0.000000E+00
                   7.3800             5.792502E-01             4.878655E-02             7.030822E-01             1.449378E+01             1.313038E+01             8.493271E-03             1.448529E+01             2.994278E+01             0.000000E+00
                   7.5600             6.077854E-01             4.873248E-02             7.045962E-01             1.448867E+01             1.318144E+01             8.805782E-03             1.447987E+01             2.994278E+01             0.000000E+00
                   7.7400             6.362960E-01             4.867715E-02             7.061293E-01             1.448344E+01             1.323318E+01             9.125583E-03             1.447432E+01             2.994278E+01             0.000000E+00
                   7.9200             6.647850E-01             4.862058E-02             7.076817E-01             1.447810E+01             1.328558E+01             9.452656E-03             1.446865E+01             2.994278E+01             0.000000E+00
                   8.1000             6.932554E-01             4.856276E-02             7.092532E-01             1.447264E+01             1.333865E+01             9.786985E-03             1.446285E+01             2.994278E+01             0.000000E+00
                   8.2800             7.217101E-01             4.850370E-02             7.108438E-01             1.446707E+01             1.339235E+01             1.012855E-02             1.445694E+01             2.994278E+01             0.000000E+00
                   8.4600             7.501521E-01             4.844339E-02             7.124535E-01             1.446138E+01             1.344669E+01             1.047734E-02             1.445090E+01             2.994278E+01             0.000000E+00
                   8.6400             7.785848E-01             4.838186E-02             7.140821E-01             1.445557E+01             1.350165E+01             1.083332E-02             1.444474E+01             2.994278E+01             0.000000E+00
                   8.8200             8.070114E-01             4.831909E-02             7.157297E-01             1.444965E+01             1.355721E+01             1.119649E-02             1.443846E+01             2.994278E+01             0.000000E+00
                   9.0000             8.354353E-01             4.825510E-02             7.173960E-01             1.444362E+01             1.361338E+01             1.156682E-02             1.443205E+01             2.994278E+01             0.000000E+00
                   9.1800             8.638597E-01             4.818988E-02             7.190811E-01             1.443747E+01             1.367012E+01             1.194429E-02             1.442553E+01             2.994278E+01             0.000000E+00
                   9.3600             8.922882E-01             4.812344E-02             7.207848E-01             1.443122E+01             1.372745E+01             1.232888E-02             1.441889E+01             2.994278E+01             0.000000E+00
                   9.5400             9.207242E-01             4.805579E-02             7.225071E-01             1.442484E+01             1.378533E+01             1.272058E-02             1.441212E+01             2.994278E+01             0.000000E+00
                   9.7200             9.491712E-01             4.798693E-02             7.242477E-01             1.441836E+01             1.384377E+01             1.311936E-02             1.440524E+01             2.994278E+01             0.000000E+00
                   9.9000             9.776328E-01             4.791686E-02             7.260066E-01             1.441177E+01             1.390275E+01             1.352520E-02             1.439825E+01             2.994278E+01             0.000000E+00
                  10.0800             1.006113E+00             4.784559E-02             7.277835E-01             1.440507E+01             1.396225E+01             1.393807E-02             1.439113E+01             2.994278E+01             0.000000E+00
                  10.2600             1.034614E+00             4.777312E-02             7.295783E-01             1.439825E+01             1.402228E+01             1.435797E-02             1.438390E+01             2.994278E+01             0.000000E+00
                  10.4400             1.063141E+00             4.769946E-02             7.313909E-01             1.439133E+01             1.408282E+01             1.478485E-02             1.437655E+01             2.994278E+01             0.000000E+00
                  10.6200             1.091697E+00             4.762462E-02             7.332210E-01             1.438430E+01             1.414385E+01             1.521871E-02             1.436908E+01             2.994278E+01             0.000000E+00
                  10.8000             1.120285E+00             4.754858E-02             7.350683E-01             1.437716E+01             1.420536E+01             1.565952E-02             1.436150E+01             2.994278E+01             0.000000E+00
                  10.9800             1.148909E+00             4.747138E-02             7.369326E-01             1.436991E+01             1.426736E+01             1.610725E-02             1.435381E+01             2.994278E+01             0.000000E+00
                  11.1600             1.177573E+00             4.739299E-02             7.388137E-01             1.436256E+01             1.432981E+01             1.656188E-02             1.434600E+01             2.994278E+01             0.000000E+00
                  11.3400             1.206280E+00             4.731344E-02             7.407113E-01             1.435510E+01             1.439272E+01             1.702340E-02             1.433808E+01             2.994278E+01             0.000000E+00
                  11.5200             1.235033E+00             4.723272E-02             7.426250E-01             1.434754E+01             1.445607E+01             1.749176E-02             1.433004E+01             2.994278E+01             0.000000E+00
                  11.7000             1.263836E+00             4.715085E-02             7.445546E-01             1.433986E+01             1.451985E+01             1.796695E-02             1.432190E+01             2.994278E+01             0.000000E+00
                  11.8800             1.292692E+00             4.706782E-02             7.464996E-01             1.433209E+01             1.458404E+01             1.844895E-02             1.431364E+01             2.994278E+01             0.000000E+00
                  12.0600             1.321604E+00             4.698364E-02             7.484597E-01             1.432421E+01             1.464864E+01             1.893772E-02             1.430527E+01             2.994278E+01             0.000000E+00
                  12.2400             1.350575E+00             4.689832E-02             7.504345E-01             1.431623E+01             1.471364E+01             1.943324E-02             1.429679E+01             2.994278E+01             0.000000E+00
                  12.4200             1.379609E+00             4.681186E-02             7.524236E-01             1.430814E+01             1.477902E+01             1.993549E-02             1.428821E+01             2.994278E+01             0.000000E+00
                  12.6000             1.408707E+00             4.672427E-02             7.544264E-01             1.429996E+01             1.484477E+01             2.044444E-02             1.427951E+01             2.994278E+01             0.000000E+00
                  12.7800             1.437873E+00             4.663555E-02             7.564426E-01             1.429167E+01             1.491089E+01             2.096006E-02             1.427071E+01             2.994278E+01             0.000000E+00
                  12.9600             1.467110E+00             4.654571E-02             7.584716E-01             1.428328E+01             1.497734E+01             2.148232E-02             1.426180E+01             2.994278E+01             0.000000E+00
                  13.1400             1.496419E+00             4.645476E-02             7.605130E-01             1.427479E+01             1.504414E+01             2.201121E-02             1.425278E+01             2.994278E+01             0.000000E+00
                  13.3200             1.525803E+00             4.636269E-02             7.625661E-01             1.426621E+01             1.511125E+01             2.254668E-02             1.424366E+01             2.994278E+01             0.000000E+00
                  13.5000             1.555264E+00             4.626952E-02             7.646304E-01             1.425752E+01             1.517868E+01             2.308871E-02             1.423443E+01             2.994278E+01             0.000000E+00
                  13.6800             1.584805E+00             4.617525E-02             7.667054E-01             1.424874E+01             1.524640E+01             2.363727E-02             1.422510E+01             2.994278E+01             0.000000E+00
                  13.8600             1.614426E+00             4.607989E-02             7.687903E-01             1.423986E+01             1.531441E+01             2.419234E-02             1.421566E+01             2.994278E+01             0.000000E+00
                  14.0400             1.644129E+00             4.598344E-02             7.708846E-01             1.423088E+01             1.538270E+01             2.475388E-02             1.420613E+01             2.994278E+01             0.000000E+00
                  14.2200             1.673917E+00             4.588591E-02             7.729876E-01             1.422181E+01             1.545124E+01             2.532187E-02             1.419649E+01             2.994278E+01             0.000000E+00
                  14.4000             1.703789E+00             4.578731E-02             7.750986E-01             1.421264E+01             1.552002E+01             2.589627E-02             1.418675E+01             2.994278E+01             0.000000E+00
                  14.5800             1.733748E+00             4.568763E-02             7.772169E-01             1.420338E+01             1.558905E+01             2.647705E-02             1.417690E+01             2.994278E+01             0.000000E+00
                  14.7600             1.763793E+00             4.558690E-02             7.793418E-01             1.419403E+01             1.565829E+01             2.706419E-02             1.416696E+01             2.994278E+01             0.000000E+00
                  14.9400             1.793926E+00             4.548510E-02             7.814726E-01             1.418458E+01             1.572774E+01             2.765765E-02             1.415692E+01             2.994278E+01             0.000000E+00
                  15.1200             1.824147E+00             4.538226E-02             7.836084E-01             1.417504E+01             1.579738E+01             2.825741E-02             1.414679E+01             2.994278E+01             0.000000E+00
                  15.3000             1.854457E+00             4.527837E-02             7.857487E-01             1.416542E+01             1.586721E+01             2.886342E-02             1.413655E+01             2.994278E+01             0.000000E+00
                  15.4800             1.884855E+00             4.517345E-02             7.878925E-01             1.415570E+01             1.593720E+01             2.947566E-02             1.412622E+01             2.994278E+01             0.000000E+00
