                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             9.560815E-16             1.871368E+02             9.560815E-16             2.076045E+01             0.000000E+00             2.078972E+02             0.000000E+00             7.081024E-06             5.683493E-01             4.516189E-02             5.410429E-01             4.980120E-01             1.310815E+01             1.068502E+01             1.065460E+01             2.265065E+01
                   0.1800             9.000148E+01             1.743444E+02             2.111494E+00             1.936976E+01             8.788999E+01             1.937142E+02             0.000000E+00             5.194343E-04             5.739846E-01             4.516135E-02             5.841330E-01             3.228121E-01             1.310811E+01             1.108828E+01             1.064961E+01             2.265065E+01
                   0.3600             9.018594E+01             1.616203E+02             3.014364E+00             1.798072E+01             8.717157E+01             1.796010E+02             0.000000E+00             6.615497E-04             5.792042E-01             4.515955E-02             5.844195E-01             2.966440E-01             1.310794E+01             1.110741E+01             1.065575E+01             2.265065E+01
                   0.5400             9.006290E+01             1.488834E+02             3.269892E+00             1.658447E+01             8.679301E+01             1.654678E+02             0.000000E+00             8.394475E-04             5.839937E-01             4.515654E-02             5.845634E-01             2.712262E-01             1.310766E+01             1.112575E+01             1.066054E+01             2.265065E+01
                   0.7200             8.987762E+01             1.361380E+02             3.329062E+00             1.518198E+01             8.654855E+01             1.513200E+02             0.000000E+00             1.038907E-03             5.883507E-01             4.515234E-02             5.847058E-01             2.461147E-01             1.310726E+01             1.114451E+01             1.066429E+01             2.265065E+01
                   0.9000             8.969511E+01             1.233890E+02             3.335987E+00             1.377427E+01             8.635913E+01             1.371632E+02             0.000000E+00             1.243526E-03             5.922724E-01             4.514694E-02             5.848839E-01             2.212014E-01             1.310675E+01             1.116400E+01             1.066681E+01             2.265065E+01
                   1.0800             8.953161E+01             1.106419E+02             3.330233E+00             1.236247E+01             8.620137E+01             1.230044E+02             0.000000E+00             1.446528E-03             5.957568E-01             4.514033E-02             5.851069E-01             1.964634E-01             1.310613E+01             1.118427E+01             1.066780E+01             2.265065E+01
                   1.2600             8.939044E+01             9.790377E+01             3.322268E+00             1.094783E+01             8.606817E+01             1.088516E+02             0.000000E+00             1.645864E-03             5.988021E-01             4.513253E-02             5.853768E-01             1.718970E-01             1.310540E+01             1.120532E+01             1.066702E+01             2.265065E+01
                   1.4400             8.927159E+01             8.518337E+01             3.314798E+00             9.531844E+00             8.595679E+01             9.471522E+01             0.000000E+00             1.841182E-03             6.014074E-01             4.512352E-02             5.856930E-01             1.475144E-01             1.310455E+01             1.122710E+01             1.066432E+01             2.265065E+01
                   1.6200             8.917417E+01             7.249288E+01             3.308481E+00             8.116362E+00             8.586569E+01             8.060924E+01             0.000000E+00             2.032625E-03             6.035723E-01             4.511332E-02             5.860551E-01             1.233248E-01             1.310358E+01             1.124959E+01             1.065974E+01             2.265065E+01
                   1.8000             8.909710E+01             5.985022E+01             3.303435E+00             6.703884E+00             8.579367E+01             6.655410E+01             0.000000E+00             2.220427E-03             6.052970E-01             4.510192E-02             5.864619E-01             9.934007E-02             1.310251E+01             1.127273E+01             1.065353E+01             2.265065E+01
                   1.9800             8.903925E+01             4.728457E+01             3.299636E+00             5.298171E+00             8.573962E+01             5.258274E+01             0.000000E+00             2.404805E-03             6.065833E-01             4.508932E-02             5.869126E-01             7.556746E-02             1.310132E+01             1.129650E+01             1.064615E+01             2.265065E+01
                   2.1600             8.899951E+01             3.485000E+01             3.297025E+00             3.905771E+00             8.570248E+01             3.875577E+01             0.000000E+00             2.585936E-03             6.074343E-01             4.507553E-02             5.874060E-01             5.201906E-02             1.310002E+01             1.132084E+01             1.063824E+01             2.265065E+01
                   2.3400             8.897676E+01             2.266829E+01             3.295534E+00             2.540810E+00             8.568122E+01             2.520910E+01             0.000000E+00             2.763964E-03             6.078563E-01             4.506053E-02             5.879409E-01             2.870136E-02             1.309861E+01             1.134572E+01             1.063063E+01             2.265065E+01
                   2.5200             8.896990E+01             1.112651E+01             3.295093E+00             1.247143E+00             8.567481E+01             1.237365E+01             0.000000E+00             2.939007E-03             6.078633E-01             4.504435E-02             5.885156E-01             5.618655E-03             1.309708E+01             1.137110E+01             1.062418E+01             2.265065E+01
                   2.7000             8.897788E+01             2.748467E+00             3.295633E+00             3.080422E-01             8.568224E+01             3.056509E+00             0.000000E+00             3.111166E-03             6.075049E-01             4.502697E-02             5.891259E-01             1.724779E-02             1.309544E+01             1.139693E+01             1.061976E+01             2.265065E+01
                   2.8800             8.899960E+01             2.073893E+00             3.297087E+00             2.324083E-01             8.570251E+01             2.306302E+00             0.000000E+00             3.280530E-03             6.069960E-01             4.500840E-02             5.897563E-01             4.002269E-02             1.309369E+01             1.142317E+01             1.061803E+01             2.265065E+01
                   3.0600             8.903402E+01             2.098994E+00             3.299387E+00             2.351913E-01             8.573463E+01             2.334185E+00             0.000000E+00             3.447180E-03             6.064859E-01             4.498863E-02             5.903964E-01             6.279335E-02             1.309183E+01             1.144977E+01             1.061939E+01             2.265065E+01
                   3.2400             8.908007E+01             2.125554E+00             3.302466E+00             2.381372E-01             8.577760E+01             2.363691E+00             0.000000E+00             3.611197E-03             6.059791E-01             4.496768E-02             5.910455E-01             8.556235E-02             1.308986E+01             1.147673E+01             1.062386E+01             2.265065E+01
                   3.4200             8.913670E+01             2.152723E+00             3.306259E+00             2.411505E-01             8.583044E+01             2.393873E+00             0.000000E+00             3.772659E-03             6.054757E-01             4.494554E-02             5.917030E-01             1.083290E-01             1.308777E+01             1.150404E+01             1.063102E+01             2.265065E+01
                   3.6000             8.920288E+01             2.180498E+00             3.310699E+00             2.442311E-01             8.589218E+01             2.424729E+00             0.000000E+00             3.931647E-03             6.049757E-01             4.492221E-02             5.923685E-01             1.310922E-01             1.308557E+01             1.153169E+01             1.064003E+01             2.265065E+01
                   3.7800             8.927753E+01             2.208881E+00             3.315719E+00             2.473789E-01             8.596181E+01             2.456260E+00             0.000000E+00             4.088246E-03             6.044790E-01             4.489769E-02             5.930416E-01             1.538507E-01             1.308326E+01             1.155968E+01             1.064973E+01             2.265065E+01
                   3.9600             8.935962E+01             2.237869E+00             3.321254E+00             2.505937E-01             8.603837E+01             2.488463E+00             0.000000E+00             4.242543E-03             6.039856E-01             4.487199E-02             5.937219E-01             1.766039E-01             1.308084E+01             1.158798E+01             1.065876E+01             2.265065E+01
                   4.1400             8.944810E+01             2.267463E+00             3.327237E+00             2.538755E-01             8.612086E+01             2.521339E+00             0.000000E+00             4.394635E-03             6.034955E-01             4.484511E-02             5.944088E-01             1.993503E-01             1.307831E+01             1.161659E+01             1.066577E+01             2.265065E+01
                   4.3200             8.954189E+01             2.297662E+00             3.333602E+00             2.572243E-01             8.620829E+01             2.554886E+00             0.000000E+00             4.544621E-03             6.030087E-01             4.481705E-02             5.951019E-01             2.220889E-01             1.307567E+01             1.164550E+01             1.066963E+01             2.265065E+01
                   4.5000             8.963995E+01             2.328465E+00             3.340281E+00             2.606398E-01             8.629967E+01             2.589105E+00             0.000000E+00             4.692609E-03             6.025252E-01             4.478780E-02             5.958007E-01             2.448183E-01             1.307292E+01             1.167470E+01             1.066963E+01             2.265065E+01
                   4.6800             8.974121E+01             2.359872E+00             3.347206E+00             2.641221E-01             8.639401E+01             2.623994E+00             0.000000E+00             4.838715E-03             6.020450E-01             4.475738E-02             5.965048E-01             2.675372E-01             1.307006E+01             1.170418E+01             1.066564E+01             2.265065E+01
                   4.8600             8.984459E+01             2.391882E+00             3.354309E+00             2.676710E-01             8.649029E+01             2.659553E+00             0.000000E+00             4.983063E-03             6.015680E-01             4.472579E-02             5.972136E-01             2.902441E-01             1.306708E+01             1.173392E+01             1.065814E+01             2.265065E+01
                   5.0400             8.994902E+01             2.424495E+00             3.361520E+00             2.712864E-01             8.658750E+01             2.695781E+00             0.000000E+00             5.125785E-03             6.010943E-01             4.469302E-02             5.979267E-01             3.129376E-01             1.306400E+01             1.176391E+01             1.064823E+01             2.265065E+01
                   5.2200             9.005340E+01             2.457710E+00             3.368771E+00             2.749683E-01             8.668463E+01             2.732678E+00             0.000000E+00             5.267023E-03             6.006238E-01             4.465908E-02             5.986436E-01             3.356158E-01             1.306081E+01             1.179414E+01             1.063740E+01             2.265065E+01
                   5.4000             9.015665E+01             2.491525E+00             3.375990E+00             2.787165E-01             8.678066E+01             2.770242E+00             0.000000E+00             5.406926E-03             6.001565E-01             4.462397E-02             5.993637E-01             3.582774E-01             1.305751E+01             1.182460E+01             1.062739E+01             2.265065E+01
                   5.5800             9.025766E+01             2.525942E+00             3.383107E+00             2.825310E-01             8.687456E+01             2.808473E+00             0.000000E+00             5.545654E-03             5.996924E-01             4.458769E-02             6.000867E-01             3.809201E-01             1.305410E+01             1.185528E+01             1.061980E+01             2.265065E+01
                   5.7600             9.035533E+01             2.560958E+00             3.390049E+00             2.864116E-01             8.696529E+01             2.847370E+00             0.000000E+00             5.683375E-03             5.992315E-01             4.455025E-02             6.008118E-01             4.035425E-01             1.305058E+01             1.188616E+01             1.061591E+01             2.265065E+01
                   5.9400             9.044855E+01             2.596574E+00             3.396743E+00             2.903583E-01             8.705181E+01             2.886932E+00             0.000000E+00             5.820269E-03             5.987737E-01             4.451165E-02             6.015388E-01             4.261423E-01             1.304695E+01             1.191723E+01             1.061638E+01             2.265065E+01
                   6.1200             9.053619E+01             2.632788E+00             3.403118E+00             2.943710E-01             8.713307E+01             2.927159E+00             0.000000E+00             5.956524E-03             5.983191E-01             4.447188E-02             6.022669E-01             4.487175E-01             1.304321E+01             1.194848E+01             1.062118E+01             2.265065E+01
                   6.3000             9.061714E+01             2.669601E+00             3.409099E+00             2.984495E-01             8.720804E+01             2.968050E+00             0.000000E+00             6.092336E-03             5.978676E-01             4.443096E-02             6.029958E-01             4.712662E-01             1.303937E+01             1.197990E+01             1.062957E+01             2.265065E+01
                   6.4800             9.069026E+01             2.707011E+00             3.414612E+00             3.025937E-01             8.727565E+01             3.009604E+00             0.000000E+00             6.227916E-03             5.974193E-01             4.438889E-02             6.037248E-01             4.937857E-01             1.303542E+01             1.201146E+01             1.064022E+01             2.265065E+01
                   6.6600             9.075443E+01             2.745017E+00             3.419583E+00             3.068037E-01             8.733485E+01             3.051821E+00             0.000000E+00             6.363479E-03             5.969740E-01             4.434566E-02             6.044535E-01             5.162741E-01             1.303136E+01             1.204316E+01             1.065145E+01             2.265065E+01
                   6.8400             9.080852E+01             2.783619E+00             3.423937E+00             3.110791E-01             8.738458E+01             3.094698E+00             0.000000E+00             6.499253E-03             5.965318E-01             4.430128E-02             6.051813E-01             5.387287E-01             1.302720E+01             1.207499E+01             1.066151E+01             2.265065E+01
