                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.550232E-01             4.912359E-02             6.965651E-01             1.437375E+01             1.204511E+01             2.081201E-03             1.437167E+01             3.840731E+01             0.000000E+00
                   0.1800             6.234427E-01             4.912300E-02             6.557997E-01             1.437371E+01             1.168324E+01             2.084968E-03             1.437162E+01             3.840731E+01             0.000000E+00
                   0.3600             5.918384E-01             4.912104E-02             6.556788E-01             1.437352E+01             1.168722E+01             2.096262E-03             1.437142E+01             3.840731E+01             0.000000E+00
                   0.5400             5.598122E-01             4.911777E-02             6.558173E-01             1.437321E+01             1.169477E+01             2.115085E-03             1.437109E+01             3.840731E+01             0.000000E+00
                   0.7200             5.277178E-01             4.911320E-02             6.560946E-01             1.437277E+01             1.170477E+01             2.141436E-03             1.437063E+01             3.840731E+01             0.000000E+00
                   0.9000             4.957207E-01             4.910732E-02             6.564597E-01             1.437222E+01             1.171671E+01             2.175312E-03             1.437004E+01             3.840731E+01             0.000000E+00
                   1.0800             4.638865E-01             4.910014E-02             6.568944E-01             1.437153E+01             1.173037E+01             2.216713E-03             1.436932E+01             3.840731E+01             0.000000E+00
                   1.2600             4.322424E-01             4.909165E-02             6.573903E-01             1.437072E+01             1.174564E+01             2.265637E-03             1.436846E+01             3.840731E+01             0.000000E+00
                   1.4400             4.008162E-01             4.908185E-02             6.579440E-01             1.436979E+01             1.176243E+01             2.322080E-03             1.436747E+01             3.840731E+01             0.000000E+00
                   1.6200             3.696217E-01             4.907076E-02             6.585542E-01             1.436874E+01             1.178071E+01             2.386040E-03             1.436635E+01             3.840731E+01             0.000000E+00
                   1.8000             3.386754E-01             4.905836E-02             6.592197E-01             1.436756E+01             1.180040E+01             2.457513E-03             1.436510E+01             3.840731E+01             0.000000E+00
                   1.9800             3.079861E-01             4.904465E-02             6.599401E-01             1.436626E+01             1.182147E+01             2.536495E-03             1.436372E+01             3.840731E+01             0.000000E+00
                   2.1600             2.775702E-01             4.902965E-02             6.607144E-01             1.436483E+01             1.184386E+01             2.622982E-03             1.436221E+01             3.840731E+01             0.000000E+00
                   2.3400             2.474379E-01             4.901334E-02             6.615423E-01             1.436328E+01             1.186753E+01             2.716970E-03             1.436056E+01             3.840731E+01             0.000000E+00
                   2.5200             2.176021E-01             4.899574E-02             6.624230E-01             1.436161E+01             1.189242E+01             2.818453E-03             1.435879E+01             3.840731E+01             0.000000E+00
                   2.7000             1.880725E-01             4.897683E-02             6.633555E-01             1.435981E+01             1.191850E+01             2.927427E-03             1.435688E+01             3.840731E+01             0.000000E+00
                   2.8800             1.588072E-01             4.895663E-02             6.643328E-01             1.435789E+01             1.194570E+01             3.043884E-03             1.435485E+01             3.840731E+01             0.000000E+00
                   3.0600             1.296270E-01             4.893513E-02             6.653311E-01             1.435585E+01             1.197395E+01             3.167819E-03             1.435268E+01             3.840731E+01             0.000000E+00
                   3.2400             1.005076E-01             4.891234E-02             6.663475E-01             1.435368E+01             1.200322E+01             3.299226E-03             1.435039E+01             3.840731E+01             0.000000E+00
                   3.4200             7.144849E-02             4.888826E-02             6.673822E-01             1.435140E+01             1.203350E+01             3.438097E-03             1.434796E+01             3.840731E+01             0.000000E+00
                   3.6000             4.244968E-02             4.886288E-02             6.684350E-01             1.434899E+01             1.206477E+01             3.584425E-03             1.434540E+01             3.840731E+01             0.000000E+00
