                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.910695E-01             6.494615E-02             1.042046E+00             1.900349E+01             1.687588E+01             2.751549E-03             1.900074E+01             6.163718E+01             0.000000E+00
                   0.1800             5.252394E-01             6.494537E-02             1.018537E+00             1.900343E+01             1.671444E+01             2.756530E-03             1.900068E+01             6.163718E+01             0.000000E+00
                   0.3600             4.452059E-01             6.494278E-02             1.020318E+00             1.900319E+01             1.677558E+01             2.771462E-03             1.900041E+01             6.163718E+01             0.000000E+00
                   0.5400             3.651679E-01             6.493846E-02             1.022355E+00             1.900278E+01             1.684602E+01             2.796347E-03             1.899998E+01             6.163718E+01             0.000000E+00
                   0.7200             2.851521E-01             6.493241E-02             1.024638E+00             1.900220E+01             1.692545E+01             2.831185E-03             1.899937E+01             6.163718E+01             0.000000E+00
                   0.9000             2.051974E-01             6.492464E-02             1.027160E+00             1.900146E+01             1.701355E+01             2.875974E-03             1.899859E+01             6.163718E+01             0.000000E+00
                   1.0800             1.253196E-01             6.491514E-02             1.029914E+00             1.900056E+01             1.711000E+01             2.930710E-03             1.899763E+01             6.163718E+01             0.000000E+00
                   1.2600             4.551304E-02             6.490392E-02             1.032896E+00             1.899949E+01             1.721452E+01             2.995392E-03             1.899650E+01             6.163718E+01             0.000000E+00
                   1.4400             3.419726E-02             6.489097E-02             1.036101E+00             1.899826E+01             1.732675E+01             3.070015E-03             1.899519E+01             6.163718E+01             0.000000E+00
                   1.6200             1.138028E-01             6.487630E-02             1.039525E+00             1.899687E+01             1.744640E+01             3.154576E-03             1.899371E+01             6.163718E+01             0.000000E+00
                   1.8000             1.932883E-01             6.485990E-02             1.043165E+00             1.899531E+01             1.757313E+01             3.249070E-03             1.899206E+01             6.163718E+01             0.000000E+00
                   1.9800             2.726540E-01             6.484178E-02             1.047016E+00             1.899358E+01             1.770664E+01             3.353492E-03             1.899023E+01             6.163718E+01             0.000000E+00
                   2.1600             3.518818E-01             6.482195E-02             1.051075E+00             1.899170E+01             1.784660E+01             3.467837E-03             1.898823E+01             6.163718E+01             0.000000E+00
                   2.3400             4.309675E-01             6.480039E-02             1.055339E+00             1.898965E+01             1.799271E+01             3.592098E-03             1.898606E+01             6.163718E+01             0.000000E+00
                   2.5200             5.098991E-01             6.477711E-02             1.059803E+00             1.898744E+01             1.814466E+01             3.726268E-03             1.898371E+01             6.163718E+01             0.000000E+00
                   2.7000             5.886676E-01             6.475212E-02             1.064464E+00             1.898506E+01             1.830215E+01             3.870342E-03             1.898119E+01             6.163718E+01             0.000000E+00
                   2.8800             6.672663E-01             6.472541E-02             1.069318E+00             1.898253E+01             1.846490E+01             4.024310E-03             1.897850E+01             6.163718E+01             0.000000E+00
                   3.0600             7.456837E-01             6.469699E-02             1.074361E+00             1.897983E+01             1.863262E+01             4.188164E-03             1.897564E+01             6.163718E+01             0.000000E+00
                   3.2400             8.239132E-01             6.466686E-02             1.079588E+00             1.897696E+01             1.880505E+01             4.361897E-03             1.897260E+01             6.163718E+01             0.000000E+00
                   3.4200             9.019472E-01             6.463502E-02             1.084997E+00             1.897394E+01             1.898193E+01             4.545498E-03             1.896939E+01             6.163718E+01             0.000000E+00
                   3.6000             9.797764E-01             6.460147E-02             1.090583E+00             1.897075E+01             1.916301E+01             4.738957E-03             1.896601E+01             6.163718E+01             0.000000E+00
                   3.7800             1.057392E+00             6.456621E-02             1.096341E+00             1.896740E+01             1.934806E+01             4.942265E-03             1.896246E+01             6.163718E+01             0.000000E+00
                   3.9600             1.134789E+00             6.452925E-02             1.102269E+00             1.896390E+01             1.953686E+01             5.155411E-03             1.895874E+01             6.163718E+01             0.000000E+00
                   4.1400             1.211956E+00             6.449059E-02             1.108361E+00             1.896023E+01             1.972918E+01             5.378382E-03             1.895485E+01             6.163718E+01             0.000000E+00
                   4.3200             1.288889E+00             6.445023E-02             1.114613E+00             1.895640E+01             1.992483E+01             5.611167E-03             1.895078E+01             6.163718E+01             0.000000E+00
                   4.5000             1.365577E+00             6.440818E-02             1.121022E+00             1.895241E+01             2.012360E+01             5.853755E-03             1.894655E+01             6.163718E+01             0.000000E+00
                   4.6800             1.442015E+00             6.436443E-02             1.127583E+00             1.894825E+01             2.032532E+01             6.106130E-03             1.894215E+01             6.163718E+01             0.000000E+00
                   4.8600             1.518195E+00             6.431900E-02             1.134292E+00             1.894394E+01             2.052982E+01             6.368281E-03             1.893758E+01             6.163718E+01             0.000000E+00
