                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.940501E-01             5.017284E-02             7.114145E-01             1.468312E+01             1.283793E+01             2.125654E-03             1.468100E+01             4.181165E+01             0.000000E+00
                   0.1800             4.304399E-01             5.017223E-02             7.507808E-01             1.468308E+01             1.321673E+01             2.129502E-03             1.468095E+01             4.181165E+01             0.000000E+00
                   0.3600             3.911951E-01             5.017023E-02             7.509708E-01             1.468289E+01             1.323868E+01             2.141037E-03             1.468075E+01             4.181165E+01             0.000000E+00
                   0.5400             3.522643E-01             5.016690E-02             7.511263E-01             1.468257E+01             1.326155E+01             2.160262E-03             1.468041E+01             4.181165E+01             0.000000E+00
                   0.7200             3.134896E-01             5.016222E-02             7.513094E-01             1.468213E+01             1.328584E+01             2.187175E-03             1.467994E+01             4.181165E+01             0.000000E+00
                   0.9000             2.748202E-01             5.015622E-02             7.515442E-01             1.468156E+01             1.331172E+01             2.221775E-03             1.467933E+01             4.181165E+01             0.000000E+00
                   1.0800             2.362384E-01             5.014888E-02             7.518400E-01             1.468086E+01             1.333925E+01             2.264061E-03             1.467859E+01             4.181165E+01             0.000000E+00
                   1.2600             1.977345E-01             5.014021E-02             7.521998E-01             1.468003E+01             1.336842E+01             2.314029E-03             1.467772E+01             4.181165E+01             0.000000E+00
                   1.4400             1.593202E-01             5.013021E-02             7.526241E-01             1.467908E+01             1.339917E+01             2.371678E-03             1.467671E+01             4.181165E+01             0.000000E+00
                   1.6200             1.210032E-01             5.011887E-02             7.531124E-01             1.467800E+01             1.343148E+01             2.437004E-03             1.467557E+01             4.181165E+01             0.000000E+00
                   1.8000             8.279564E-02             5.010621E-02             7.536637E-01             1.467680E+01             1.346528E+01             2.510003E-03             1.467429E+01             4.181165E+01             0.000000E+00
                   1.9800             4.470322E-02             5.009221E-02             7.542772E-01             1.467547E+01             1.350054E+01             2.590673E-03             1.467288E+01             4.181165E+01             0.000000E+00
                   2.1600             6.740500E-03             5.007689E-02             7.549516E-01             1.467401E+01             1.353718E+01             2.679007E-03             1.467133E+01             4.181165E+01             0.000000E+00
                   2.3400             3.108412E-02             5.006023E-02             7.556859E-01             1.467243E+01             1.357516E+01             2.775003E-03             1.466965E+01             4.181165E+01             0.000000E+00
                   2.5200             6.875859E-02             5.004225E-02             7.564789E-01             1.467072E+01             1.361443E+01             2.878653E-03             1.466784E+01             4.181165E+01             0.000000E+00
                   2.7000             1.062720E-01             5.002294E-02             7.573294E-01             1.466889E+01             1.365492E+01             2.989954E-03             1.466590E+01             4.181165E+01             0.000000E+00
                   2.8800             1.436145E-01             5.000231E-02             7.582363E-01             1.466693E+01             1.369660E+01             3.108899E-03             1.466382E+01             4.181165E+01             0.000000E+00
                   3.0600             1.807739E-01             4.998035E-02             7.591984E-01             1.466484E+01             1.373940E+01             3.235482E-03             1.466160E+01             4.181165E+01             0.000000E+00
                   3.2400             2.177405E-01             4.995708E-02             7.602146E-01             1.466263E+01             1.378327E+01             3.369695E-03             1.465926E+01             4.181165E+01             0.000000E+00
                   3.4200             2.545039E-01             4.993248E-02             7.612835E-01             1.466029E+01             1.382816E+01             3.511533E-03             1.465678E+01             4.181165E+01             0.000000E+00
