                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             6.006820E-01             7.275236E-02             9.133781E-01             2.129104E+01             1.767173E+01             3.082272E-03             2.128796E+01             5.288052E+01             0.000000E+00
                   0.1800             4.478109E-01             7.275148E-02             9.441685E-01             2.129097E+01             1.798933E+01             3.087852E-03             2.128789E+01             5.288052E+01             0.000000E+00
                   0.3600             3.848430E-01             7.274858E-02             9.452318E-01             2.129070E+01             1.803245E+01             3.104578E-03             2.128759E+01             5.288052E+01             0.000000E+00
                   0.5400             3.219197E-01             7.274374E-02             9.464033E-01             2.129024E+01             1.808003E+01             3.132455E-03             2.128711E+01             5.288052E+01             0.000000E+00
                   0.7200             2.590314E-01             7.273697E-02             9.476928E-01             2.128959E+01             1.813208E+01             3.171480E-03             2.128642E+01             5.288052E+01             0.000000E+00
                   0.9000             1.961892E-01             7.272826E-02             9.491049E-01             2.128877E+01             1.818853E+01             3.221652E-03             2.128554E+01             5.288052E+01             0.000000E+00
                   1.0800             1.333942E-01             7.271762E-02             9.506421E-01             2.128775E+01             1.824930E+01             3.282967E-03             2.128447E+01             5.288052E+01             0.000000E+00
                   1.2600             7.063589E-02             7.270505E-02             9.523054E-01             2.128656E+01             1.831429E+01             3.355423E-03             2.128320E+01             5.288052E+01             0.000000E+00
                   1.4400             7.929924E-03             7.269055E-02             9.540943E-01             2.128518E+01             1.838339E+01             3.439016E-03             2.128174E+01             5.288052E+01             0.000000E+00
                   1.6200             5.471867E-02             7.267411E-02             9.560079E-01             2.128362E+01             1.845647E+01             3.533740E-03             2.128008E+01             5.288052E+01             0.000000E+00
                   1.8000             1.172985E-01             7.265574E-02             9.580447E-01             2.128187E+01             1.853342E+01             3.639592E-03             2.127823E+01             5.288052E+01             0.000000E+00
                   1.9800             1.798090E-01             7.263545E-02             9.602034E-01             2.127994E+01             1.861411E+01             3.756565E-03             2.127618E+01             5.288052E+01             0.000000E+00
                   2.1600             2.422355E-01             7.261323E-02             9.624822E-01             2.127783E+01             1.869840E+01             3.884654E-03             2.127394E+01             5.288052E+01             0.000000E+00
                   2.3400             3.045732E-01             7.258908E-02             9.648792E-01             2.127553E+01             1.878617E+01             4.023850E-03             2.127151E+01             5.288052E+01             0.000000E+00
                   2.5200             3.668112E-01             7.256300E-02             9.673924E-01             2.127306E+01             1.887728E+01             4.174148E-03             2.126888E+01             5.288052E+01             0.000000E+00
                   2.7000             4.289407E-01             7.253501E-02             9.700199E-01             2.127039E+01             1.897160E+01             4.335538E-03             2.126606E+01             5.288052E+01             0.000000E+00
                   2.8800             4.909546E-01             7.250509E-02             9.727596E-01             2.126755E+01             1.906900E+01             4.508012E-03             2.126304E+01             5.288052E+01             0.000000E+00
                   3.0600             5.528419E-01             7.247325E-02             9.756094E-01             2.126453E+01             1.916935E+01             4.691561E-03             2.125983E+01             5.288052E+01             0.000000E+00
                   3.2400             6.145955E-01             7.243950E-02             9.785671E-01             2.126132E+01             1.927252E+01             4.886176E-03             2.125643E+01             5.288052E+01             0.000000E+00
                   3.4200             6.762070E-01             7.240383E-02             9.816306E-01             2.125793E+01             1.937840E+01             5.091844E-03             2.125284E+01             5.288052E+01             0.000000E+00
                   3.6000             7.376672E-01             7.236625E-02             9.847977E-01             2.125436E+01             1.948686E+01             5.308557E-03             2.124905E+01             5.288052E+01             0.000000E+00
                   3.7800             7.989672E-01             7.232675E-02             9.880660E-01             2.125061E+01             1.959778E+01             5.536301E-03             2.124508E+01             5.288052E+01             0.000000E+00
                   3.9600             8.600997E-01             7.228535E-02             9.914334E-01             2.124668E+01             1.971105E+01             5.775066E-03             2.124091E+01             5.288052E+01             0.000000E+00
                   4.1400             9.210549E-01             7.224205E-02             9.948974E-01             2.124257E+01             1.982655E+01             6.024837E-03             2.123654E+01             5.288052E+01             0.000000E+00
                   4.3200             9.818255E-01             7.219684E-02             9.984558E-01             2.123828E+01             1.994417E+01             6.285602E-03             2.123199E+01             5.288052E+01             0.000000E+00
                   4.5000             1.042403E+00             7.214973E-02             1.002106E+00             2.123381E+01             2.006381E+01             6.557347E-03             2.122725E+01             5.288052E+01             0.000000E+00
                   4.6800             1.102779E+00             7.210072E-02             1.005846E+00             2.122916E+01             2.018537E+01             6.840057E-03             2.122232E+01             5.288052E+01             0.000000E+00
                   4.8600             1.162947E+00             7.204983E-02             1.009673E+00             2.122433E+01             2.030874E+01             7.133718E-03             2.121719E+01             5.288052E+01             0.000000E+00
                   5.0400             1.222899E+00             7.199704E-02             1.013585E+00             2.121932E+01             2.043383E+01             7.438312E-03             2.121188E+01             5.288052E+01             0.000000E+00
                   5.2200             1.282628E+00             7.194236E-02             1.017579E+00             2.121414E+01             2.056055E+01             7.753825E-03             2.120638E+01             5.288052E+01             0.000000E+00
                   5.4000             1.342130E+00             7.188580E-02             1.021652E+00             2.120877E+01             2.068881E+01             8.080239E-03             2.120069E+01             5.288052E+01             0.000000E+00
                   5.5800             1.401398E+00             7.182736E-02             1.025803E+00             2.120323E+01             2.081852E+01             8.417537E-03             2.119482E+01             5.288052E+01             0.000000E+00
                   5.7600             1.460434E+00             7.176705E-02             1.030027E+00             2.119752E+01             2.094961E+01             8.765700E-03             2.118875E+01             5.288052E+01             0.000000E+00
                   5.9400             1.519239E+00             7.170486E-02             1.034321E+00             2.119163E+01             2.108199E+01             9.124711E-03             2.118250E+01             5.288052E+01             0.000000E+00
                   6.1200             1.577826E+00             7.164080E-02             1.038683E+00             2.118556E+01             2.121559E+01             9.494549E-03             2.117606E+01             5.288052E+01             0.000000E+00
                   6.3000             1.636226E+00             7.157488E-02             1.043105E+00             2.117932E+01             2.135036E+01             9.875196E-03             2.116944E+01             5.288052E+01             0.000000E+00
                   6.4800             1.694488E+00             7.150710E-02             1.047582E+00             2.117290E+01             2.148623E+01             1.026663E-02             2.116263E+01             5.288052E+01             0.000000E+00
                   6.6600             1.752649E+00             7.143747E-02             1.052109E+00             2.116631E+01             2.162316E+01             1.066883E-02             2.115564E+01             5.288052E+01             0.000000E+00
                   6.8400             1.810721E+00             7.136598E-02             1.056683E+00             2.115954E+01             2.176111E+01             1.108178E-02             2.114846E+01             5.288052E+01             0.000000E+00
                   7.0200             1.868706E+00             7.129265E-02             1.061301E+00             2.115260E+01             2.190000E+01             1.150545E-02             2.114110E+01             5.288052E+01             0.000000E+00
                   7.2000             1.926604E+00             7.121747E-02             1.065963E+00             2.114549E+01             2.203980E+01             1.193982E-02             2.113355E+01             5.288052E+01             0.000000E+00
                   7.3800             1.984414E+00             7.114046E-02             1.070666E+00             2.113821E+01             2.218045E+01             1.238487E-02             2.112583E+01             5.288052E+01             0.000000E+00
                   7.5600             2.042134E+00             7.106161E-02             1.075408E+00             2.113076E+01             2.232190E+01             1.284058E-02             2.111792E+01             5.288052E+01             0.000000E+00
                   7.7400             2.099764E+00             7.098094E-02             1.080188E+00             2.112314E+01             2.246412E+01             1.330691E-02             2.110983E+01             5.288052E+01             0.000000E+00
                   7.9200             2.157303E+00             7.089844E-02             1.085004E+00             2.111534E+01             2.260704E+01             1.378385E-02             2.110156E+01             5.288052E+01             0.000000E+00
                   8.1000             2.214749E+00             7.081413E-02             1.089854E+00             2.110738E+01             2.275064E+01             1.427136E-02             2.109311E+01             5.288052E+01             0.000000E+00
                   8.2800             2.272103E+00             7.072800E-02             1.094737E+00             2.109925E+01             2.289487E+01             1.476943E-02             2.108448E+01             5.288052E+01             0.000000E+00
                   8.4600             2.329361E+00             7.064007E-02             1.099651E+00             2.109095E+01             2.303969E+01             1.527803E-02             2.107567E+01             5.288052E+01             0.000000E+00
                   8.6400             2.386524E+00             7.055034E-02             1.104594E+00             2.108249E+01             2.318505E+01             1.579713E-02             2.106669E+01             5.288052E+01             0.000000E+00
                   8.8200             2.443590E+00             7.045881E-02             1.109565E+00             2.107385E+01             2.333094E+01             1.632670E-02             2.105753E+01             5.288052E+01             0.000000E+00
                   9.0000             2.500559E+00             7.036550E-02             1.114562E+00             2.106506E+01             2.347730E+01             1.686671E-02             2.104819E+01             5.288052E+01             0.000000E+00
                   9.1800             2.557429E+00             7.027039E-02             1.119583E+00             2.105609E+01             2.362410E+01             1.741714E-02             2.103868E+01             5.288052E+01             0.000000E+00
                   9.3600             2.614198E+00             7.017352E-02             1.124627E+00             2.104697E+01             2.377132E+01             1.797796E-02             2.102899E+01             5.288052E+01             0.000000E+00
                   9.5400             2.670867E+00             7.007487E-02             1.129691E+00             2.103768E+01             2.391891E+01             1.854913E-02             2.101913E+01             5.288052E+01             0.000000E+00
                   9.7200             2.727433E+00             6.997445E-02             1.134776E+00             2.102822E+01             2.406685E+01             1.913063E-02             2.100909E+01             5.288052E+01             0.000000E+00
                   9.9000             2.783897E+00             6.987228E-02             1.139878E+00             2.101861E+01             2.421511E+01             1.972242E-02             2.099889E+01             5.288052E+01             0.000000E+00
                  10.0800             2.840255E+00             6.976836E-02             1.144996E+00             2.100883E+01             2.436366E+01             2.032447E-02             2.098851E+01             5.288052E+01             0.000000E+00
                  10.2600             2.896509E+00             6.966268E-02             1.150129E+00             2.099890E+01             2.451247E+01             2.093676E-02             2.097796E+01             5.288052E+01             0.000000E+00
                  10.4400             2.952656E+00             6.955527E-02             1.155276E+00             2.098880E+01             2.466152E+01             2.155925E-02             2.096724E+01             5.288052E+01             0.000000E+00
                  10.6200             3.008696E+00             6.944613E-02             1.160434E+00             2.097855E+01             2.481077E+01             2.219190E-02             2.095636E+01             5.288052E+01             0.000000E+00
                  10.8000             3.064627E+00             6.933526E-02             1.165603E+00             2.096814E+01             2.496022E+01             2.283468E-02             2.094530E+01             5.288052E+01             0.000000E+00
                  10.9800             3.120449E+00             6.922267E-02             1.170781E+00             2.095757E+01             2.510982E+01             2.348756E-02             2.093408E+01             5.288052E+01             0.000000E+00
                  11.1600             3.176162E+00             6.910838E-02             1.175966E+00             2.094684E+01             2.525957E+01             2.415051E-02             2.092269E+01             5.288052E+01             0.000000E+00
                  11.3400             3.231763E+00             6.899237E-02             1.181158E+00             2.093597E+01             2.540943E+01             2.482349E-02             2.091114E+01             5.288052E+01             0.000000E+00
                  11.5200             3.287253E+00             6.887467E-02             1.186354E+00             2.092493E+01             2.555940E+01             2.550645E-02             2.089943E+01             5.288052E+01             0.000000E+00
                  11.7000             3.342630E+00             6.875528E-02             1.191554E+00             2.091374E+01             2.570944E+01             2.619938E-02             2.088755E+01             5.288052E+01             0.000000E+00
                  11.8800             3.397895E+00             6.863421E-02             1.196756E+00             2.090241E+01             2.585954E+01             2.690222E-02             2.087550E+01             5.288052E+01             0.000000E+00
                  12.0600             3.453046E+00             6.851146E-02             1.201959E+00             2.089092E+01             2.600968E+01             2.761495E-02             2.086330E+01             5.288052E+01             0.000000E+00
                  12.2400             3.508084E+00             6.838705E-02             1.207161E+00             2.087927E+01             2.615984E+01             2.833752E-02             2.085094E+01             5.288052E+01             0.000000E+00
                  12.4200             3.563008E+00             6.826097E-02             1.212362E+00             2.086748E+01             2.631002E+01             2.906990E-02             2.083841E+01             5.288052E+01             0.000000E+00
                  12.6000             3.617817E+00             6.813325E-02             1.217560E+00             2.085554E+01             2.646018E+01             2.981205E-02             2.082573E+01             5.288052E+01             0.000000E+00
                  12.7800             3.672512E+00             6.800388E-02             1.222754E+00             2.084346E+01             2.661031E+01             3.056392E-02             2.081289E+01             5.288052E+01             0.000000E+00
                  12.9600             3.727092E+00             6.787288E-02             1.227944E+00             2.083123E+01             2.676041E+01             3.132549E-02             2.079990E+01             5.288052E+01             0.000000E+00
                  13.1400             3.781558E+00             6.774025E-02             1.233127E+00             2.081885E+01             2.691046E+01             3.209670E-02             2.078675E+01             5.288052E+01             0.000000E+00
                  13.3200             3.835909E+00             6.760600E-02             1.238303E+00             2.080632E+01             2.706044E+01             3.287752E-02             2.077345E+01             5.288052E+01             0.000000E+00
                  13.5000             3.890147E+00             6.747014E-02             1.243470E+00             2.079366E+01             2.721035E+01             3.366791E-02             2.075999E+01             5.288052E+01             0.000000E+00
                  13.6800             3.944271E+00             6.733267E-02             1.248628E+00             2.078085E+01             2.736016E+01             3.446783E-02             2.074638E+01             5.288052E+01             0.000000E+00
                  13.8600             3.998282E+00             6.719362E-02             1.253777E+00             2.076790E+01             2.750987E+01             3.527723E-02             2.073262E+01             5.288052E+01             0.000000E+00
                  14.0400             4.052181E+00             6.705297E-02             1.258913E+00             2.075481E+01             2.765947E+01             3.609606E-02             2.071871E+01             5.288052E+01             0.000000E+00
                  14.2200             4.105969E+00             6.691076E-02             1.264038E+00             2.074158E+01             2.780896E+01             3.692430E-02             2.070465E+01             5.288052E+01             0.000000E+00
                  14.4000             4.159646E+00             6.676697E-02             1.269150E+00             2.072821E+01             2.795831E+01             3.776189E-02             2.069045E+01             5.288052E+01             0.000000E+00
