                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.378545E-01             5.017699E-02             5.990252E-01             1.494434E+01             1.141040E+01             2.816527E-03             1.494153E+01             2.810648E+01             0.000000E+00
                   0.1800             6.688541E-01             5.017638E-02             5.493759E-01             1.463109E+01             1.095924E+01             2.006141E-03             1.462909E+01             2.810648E+01             0.000000E+00
                   0.3600             6.488292E-01             5.017438E-02             5.490189E-01             1.464869E+01             1.095367E+01             2.060518E-03             1.464663E+01             2.810648E+01             0.000000E+00
                   0.5400             6.277671E-01             5.017104E-02             5.490940E-01             1.463640E+01             1.095267E+01             2.050869E-03             1.463435E+01             2.810648E+01             0.000000E+00
                   0.7200             6.066246E-01             5.016637E-02             5.493189E-01             1.462401E+01             1.095363E+01             2.049146E-03             1.462196E+01             2.810648E+01             0.000000E+00
                   0.9000             5.856912E-01             5.016037E-02             5.496142E-01             1.461116E+01             1.095576E+01             2.054532E-03             1.460911E+01             2.810648E+01             0.000000E+00
                   1.0800             5.650502E-01             5.015303E-02             5.499600E-01             1.463575E+01             1.095884E+01             2.157217E-03             1.463359E+01             2.810648E+01             0.000000E+00
                   1.2600             5.447307E-01             5.014436E-02             5.503509E-01             1.462324E+01             1.096277E+01             2.179178E-03             1.462106E+01             2.810648E+01             0.000000E+00
                   1.4400             5.247591E-01             5.013435E-02             5.507859E-01             1.461023E+01             1.096749E+01             2.208114E-03             1.460802E+01             2.810648E+01             0.000000E+00
                   1.6200             5.051137E-01             5.012302E-02             5.512593E-01             1.459673E+01             1.097295E+01             2.244056E-03             1.459449E+01             2.810648E+01             0.000000E+00
                   1.8000             4.855601E-01             5.011035E-02             5.517389E-01             1.462680E+01             1.097899E+01             2.391448E-03             1.462441E+01             2.810648E+01             0.000000E+00
                   1.9800             4.660620E-01             5.009635E-02             5.522206E-01             1.461399E+01             1.098559E+01             2.444672E-03             1.461155E+01             2.810648E+01             0.000000E+00
                   2.1600             4.466225E-01             5.008103E-02             5.527047E-01             1.460079E+01             1.099275E+01             2.505103E-03             1.459829E+01             2.810648E+01             0.000000E+00
                   2.3400             4.272397E-01             5.006437E-02             5.531915E-01             1.458720E+01             1.100046E+01             2.572771E-03             1.458463E+01             2.810648E+01             0.000000E+00
                   2.5200             4.079147E-01             5.004639E-02             5.536813E-01             1.457325E+01             1.100873E+01             2.647721E-03             1.457060E+01             2.810648E+01             0.000000E+00
                   2.7000             3.886473E-01             5.002708E-02             5.541743E-01             1.461144E+01             1.101756E+01             2.853611E-03             1.460859E+01             2.810648E+01             0.000000E+00
                   2.8800             3.694365E-01             5.000645E-02             5.546709E-01             1.459856E+01             1.102694E+01             2.946546E-03             1.459561E+01             2.810648E+01             0.000000E+00
                   3.0600             3.502828E-01             4.998449E-02             5.551713E-01             1.458537E+01             1.103687E+01             3.046866E-03             1.458232E+01             2.810648E+01             0.000000E+00
                   3.2400             3.311853E-01             4.996121E-02             5.556759E-01             1.457190E+01             1.104735E+01             3.154597E-03             1.456874E+01             2.810648E+01             0.000000E+00
                   3.4200             3.121431E-01             4.993661E-02             5.561849E-01             1.455814E+01             1.105838E+01             3.269768E-03             1.455487E+01             2.810648E+01             0.000000E+00
                   3.6000             2.931557E-01             4.991069E-02             5.566986E-01             1.454413E+01             1.106997E+01             3.392408E-03             1.454073E+01             2.810648E+01             0.000000E+00
                   3.7800             2.742227E-01             4.988345E-02             5.572173E-01             1.452986E+01             1.108210E+01             3.522547E-03             1.452634E+01             2.810648E+01             0.000000E+00
                   3.9600             2.553416E-01             4.985489E-02             5.577412E-01             1.465139E+01             1.109477E+01             3.983038E-03             1.464740E+01             2.810648E+01             0.000000E+00
                   4.1400             2.365086E-01             4.982503E-02             5.582702E-01             1.464855E+01             1.110800E+01             4.155304E-03             1.464440E+01             2.810648E+01             0.000000E+00
                   4.3200             2.177254E-01             4.979384E-02             5.588051E-01             1.464559E+01             1.112177E+01             4.335153E-03             1.464126E+01             2.810648E+01             0.000000E+00
                   4.5000             1.989913E-01             4.976135E-02             5.593461E-01             1.464251E+01             1.113609E+01             4.522574E-03             1.463799E+01             2.810648E+01             0.000000E+00
                   4.6800             1.803043E-01             4.972756E-02             5.598935E-01             1.463930E+01             1.115095E+01             4.717558E-03             1.463458E+01             2.810648E+01             0.000000E+00
                   4.8600             1.616630E-01             4.969245E-02             5.604475E-01             1.463597E+01             1.116636E+01             4.920094E-03             1.463105E+01             2.810648E+01             0.000000E+00
                   5.0400             1.430657E-01             4.965604E-02             5.610086E-01             1.463252E+01             1.118232E+01             5.130172E-03             1.462739E+01             2.810648E+01             0.000000E+00
                   5.2200             1.245107E-01             4.961833E-02             5.615770E-01             1.462894E+01             1.119883E+01             5.347779E-03             1.462360E+01             2.810648E+01             0.000000E+00
                   5.4000             1.059960E-01             4.957932E-02             5.621530E-01             1.462525E+01             1.121588E+01             5.572906E-03             1.461967E+01             2.810648E+01             0.000000E+00
                   5.5800             8.751949E-02             4.953902E-02             5.627370E-01             1.462143E+01             1.123347E+01             5.805538E-03             1.461562E+01             2.810648E+01             0.000000E+00
                   5.7600             6.907878E-02             4.949742E-02             5.633292E-01             1.461748E+01             1.125162E+01             6.045665E-03             1.461144E+01             2.810648E+01             0.000000E+00
                   5.9400             5.067193E-02             4.945453E-02             5.639299E-01             1.461342E+01             1.127031E+01             6.293273E-03             1.460713E+01             2.810648E+01             0.000000E+00
                   6.1200             3.229609E-02             4.941035E-02             5.645395E-01             1.460924E+01             1.128955E+01             6.548349E-03             1.460269E+01             2.810648E+01             0.000000E+00
                   6.3000             1.394877E-02             4.936489E-02             5.651583E-01             1.460493E+01             1.130933E+01             6.810880E-03             1.459812E+01             2.810648E+01             0.000000E+00
                   6.4800             4.372641E-03             4.931814E-02             5.657867E-01             1.460050E+01             1.132967E+01             7.080851E-03             1.459342E+01             2.810648E+01             0.000000E+00
                   6.6600             2.267131E-02             4.927011E-02             5.664248E-01             1.459596E+01             1.135055E+01             7.358248E-03             1.458860E+01             2.810648E+01             0.000000E+00
                   6.8400             4.094995E-02             4.922081E-02             5.670731E-01             1.459129E+01             1.137198E+01             7.643056E-03             1.458365E+01             2.810648E+01             0.000000E+00
                   7.0200             5.921182E-02             4.917023E-02             5.677319E-01             1.458651E+01             1.139396E+01             7.935260E-03             1.457857E+01             2.810648E+01             0.000000E+00
                   7.2000             7.746025E-02             4.911838E-02             5.684014E-01             1.458161E+01             1.141649E+01             8.234844E-03             1.457337E+01             2.810648E+01             0.000000E+00
                   7.3800             9.569879E-02             4.906526E-02             5.690821E-01             1.457658E+01             1.143957E+01             8.541793E-03             1.456804E+01             2.810648E+01             0.000000E+00
                   7.5600             1.139312E-01             4.901088E-02             5.697741E-01             1.457145E+01             1.146320E+01             8.856089E-03             1.456259E+01             2.810648E+01             0.000000E+00
